,Position,Driver,Car,Laps,Time,Points
5,1,Mario Andretti,Lotus Ford,73,1:43:58.860,9
4,2,Patrick Depailler,Tyrrell Ford,72,+1 lap,6
11,3,James Hunt,McLaren Ford,72,+1 lap,4
19,4,Alan  Jones,Surtees Ford,72,+1 lap,3
2,5,Clay Regazzoni,Ferrari,72,+1 lap,2
6,6,Gunnar Nilsson,Lotus Ford,72,+1 lap,1
26,7,Jacques Laffite,Ligier Matra,72,+1 lap,0
24,8,Harald Ertl,Hesketh Ford,72,+1 lap,0
18,9,Noritake Takahara,Surtees Ford,70,+3 laps,0
17,10,Jean-Pierre Jarier,Shadow Ford,69,+4 laps,0
51,11,Masahiro Hasemi,Kojima Ford,66,+7 laps,0
3,NC,Jody Scheckter,Tyrrell Ford,58,DNF,0
21,NC,Hans Binder,Wolf-Williams,49,DNF,0
16,NC,Tom Pryce,Shadow Ford,46,DNF,0
9,NC,Vittorio Brambilla,March Ford,38,DNF,0
34,NC,Hans-Joachim Stuck,March Ford,37,DNF,0
12,NC,Jochen Mass,McLaren Ford,35,DNF,0
28,NC,John Watson,Penske Ford,33,DNF,0
52,NC,Kazuyoshi Hoshino,Tyrrell Ford,27,DNF,0
20,NC,Arturo Merzario,Wolf-Williams,23,DNF,0
30,NC,Emerson Fittipaldi,Fittipaldi Ford,9,DNF,0
8,NC,Carlos Pace,Brabham Alfa Romeo,7,DNF,0
1,NC,Niki Lauda,Ferrari,2,DNF,0
7,NC,Larry Perkins,Brabham Alfa Romeo,1,DNF,0
10,NC,Ronnie Peterson,March Ford,0,DNF,0
