,Position,Driver,Car,Time
5,1,Mario Andretti,Lotus Ford,1:12.770
11,2,James Hunt,McLaren Ford,1:12.800
1,3,Niki Lauda,Ferrari,1:13.080
28,4,John Watson,Penske Ford,1:13.290
3,5,Jody Scheckter,Tyrrell Ford,1:13.310
8,6,Carlos Pace,Brabham Alfa Romeo,1:13.430
2,7,Clay Regazzoni,Ferrari,1:13.640
9,8,Vittorio Brambilla,March Ford,1:13.720
10,9,Ronnie Peterson,March Ford,1:13.850
51,10,Masahiro Hasemi,Kojima Ford,1:13.880
26,11,Jacques Laffite,Ligier Matra,1:13.880
12,12,Jochen Mass,McLaren Ford,1:14.050
4,13,Patrick Depailler,Tyrrell Ford,1:14.150
16,14,Tom Pryce,Shadow Ford,1:14.230
17,15,Jean-Pierre Jarier,Shadow Ford,1:14.320
6,16,Gunnar Nilsson,Lotus Ford,1:14.350
7,17,Larry Perkins,Brabham Alfa Romeo,1:14.380
34,18,Hans-Joachim Stuck,March Ford,1:14.380
20,19,Arturo Merzario,Wolf-Williams,1:14.410
19,20,Alan  Jones,Surtees Ford,1:14.600
52,21,Kazuyoshi Hoshino,Tyrrell Ford,1:14.650
24,22,Harald Ertl,Hesketh Ford,1:15.260
30,23,Emerson Fittipaldi,Fittipaldi Ford,1:15.300
18,24,Noritake Takahara,Surtees Ford,1:15.770
21,25,Hans Binder,Wolf-Williams,1:17.360
