,Position,Driver,Car,Laps,Time,Points
5,1,Damon Hill,Williams Renault,72,1:36:28.795,10
6,2,Jacques Villeneuve,Williams Renault,72,+8.127s,6
3,3,Jean Alesi,Benetton Renault,72,+46.442s,4
4,4,Gerhard Berger,Benetton Renault,72,+46.859s,3
7,5,Mika Hakkinen,McLaren Mercedes,72,+62.774s,2
8,6,David Coulthard,McLaren Mercedes,71,+1 lap,1
9,7,Olivier Panis,Ligier Mugen Honda,71,+1 lap,0
12,8,Martin Brundle,Jordan Peugeot,71,+1 lap,0
11,9,Rubens Barrichello,Jordan Peugeot,71,+1 lap,0
19,10,Mika Salo,Tyrrell Yamaha,70,+2 laps,0
16,11,Ricardo Rosset,Footwork Hart,69,+3 laps,0
20,12,Pedro Lamy,Minardi Ford,69,+3 laps,0
15,NC,Heinz-Harald Frentzen,Sauber Ford,56,DNF,0
18,NC,Ukyo Katayama,Tyrrell Yamaha,33,DNF,0
22,NC,Luca Badoer,Forti Ford,29,DNF,0
10,NC,Pedro Diniz,Ligier Mugen Honda,28,DNF,0
17,NC,Jos Verstappen,Footwork Hart,10,DNF,0
2,NC,Eddie Irvine,Ferrari,5,DNF,0
21,NC,Giancarlo Fisichella,Minardi Ford,2,DNF,0
23,NC,Andrea Montermini,Forti Ford,2,DNF,0
1,NC,Michael Schumacher,Ferrari,0,DNF,0
