,Position,Driver,Car,Time / Gap,Laps
5,1,Damon Hill,Williams Renault,1:32.159,30
6,2,Jacques Villeneuve,Williams Renault,+0.237s,28
3,3,Jean Alesi,Benetton Renault,+0.316s,27
1,4,Michael Schumacher,Ferrari,+0.848s,30
11,5,Rubens Barrichello,Jordan Peugeot,+1.321s,30
4,6,Gerhard Berger,Benetton Renault,+1.369s,26
2,7,Eddie Irvine,Ferrari,+1.433s,28
17,8,Jos Verstappen,Footwork Hart,+1.481s,27
8,9,David Coulthard,McLaren Mercedes,+1.687s,30
7,10,Mika Hakkinen,McLaren Mercedes,+1.776s,25
19,11,Mika Salo,Tyrrell Yamaha,+1.833s,30
15,12,Heinz-Harald Frentzen,Sauber Ford,+1.909s,26
12,13,Martin Brundle,Jordan Peugeot,+1.918s,30
9,14,Olivier Panis,Ligier Mugen Honda,+1.997s,29
14,15,Johnny Herbert,Sauber Ford,+2.505s,29
18,16,Ukyo Katayama,Tyrrell Yamaha,+2.698s,26
16,17,Ricardo Rosset,Footwork Hart,+2.852s,28
10,18,Pedro Diniz,Ligier Mugen Honda,+2.962s,29
20,19,Pedro Lamy,Minardi Ford,+2.986s,29
21,20,Giancarlo Fisichella,Minardi Ford,+3.318s,22
22,21,Luca Badoer,Forti Ford,+6.982s,12
23,22,Andrea Montermini,Forti Ford,+11.347s,6
