,Position,Driver,Car,Laps,Time,Points
5,1,Damon Hill,Williams Renault,58,1:32:50.491,10
6,2,Jacques Villeneuve,Williams Renault,58,+38.020s,6
2,3,Eddie Irvine,Ferrari,58,+62.571s,4
4,4,Gerhard Berger,Benetton Renault,58,+77.037s,3
7,5,Mika Hakkinen,McLaren Mercedes,58,+95.071s,2
19,6,Mika Salo,Tyrrell Yamaha,57,+1 lap,1
9,7,Olivier Panis,Ligier Mugen Honda,57,+1 lap,0
15,8,Heinz-Harald Frentzen,Sauber Ford,57,+1 lap,0
16,9,Ricardo Rosset,Footwork Hart,56,+2 laps,0
10,10,Pedro Diniz,Ligier Mugen Honda,56,+2 laps,0
18,11,Ukyo Katayama,Tyrrell Yamaha,55,+3 laps,0
20,NC,Pedro Lamy,Minardi Ford,42,DNF,0
1,NC,Michael Schumacher,Ferrari,32,DNF,0
21,NC,Giancarlo Fisichella,Minardi Ford,32,DNF,0
11,NC,Rubens Barrichello,Jordan Peugeot,29,DNF,0
8,NC,David Coulthard,McLaren Mercedes,24,DNF,0
17,NC,Jos Verstappen,Footwork Hart,15,DNF,0
3,NC,Jean Alesi,Benetton Renault,9,DNF,0
12,NC,Martin Brundle,Jordan Peugeot,1,DNF,0
