,Position,Driver,Car,Time / Gap,Laps
3,1,Jenson Button,McLaren Mercedes,1:13.188,22
1,2,Sebastian Vettel,Red Bull Racing Renault,+0.057s,21
2,3,Mark Webber,Red Bull Racing Renault,+0.197s,25
4,4,Lewis Hamilton,McLaren Mercedes,+0.201s,17
10,5,Romain Grosjean,Lotus Renault,+0.232s,24
11,6,Paul di Resta,Force India Mercedes,+0.298s,21
12,7,Nico Hulkenberg,Force India Mercedes,+0.414s,22
5,8,Fernando Alonso,Ferrari,+0.503s,15
18,9,Pastor Maldonado,Williams Renault,+0.512s,20
6,10,Felipe Massa,Ferrari,+0.524s,17
19,11,Bruno Senna,Williams Renault,+0.760s,20
8,12,Nico Rosberg,Mercedes,+0.938s,25
15,13,Sergio Perez,Sauber Ferrari,+1.002s,26
14,14,Kamui Kobayashi,Sauber Ferrari,+1.004s,21
7,15,Michael Schumacher,Mercedes,+1.159s,24
16,16,Daniel Ricciardo,STR Ferrari,+1.499s,21
17,17,Jean-Eric Vergne,STR Ferrari,+1.784s,19
21,18,Vitaly Petrov,Caterham Renault,+1.971s,22
20,19,Heikki Kovalainen,Caterham Renault,+2.519s,21
24,20,Timo Glock,Marussia Cosworth,+2.575s,24
25,21,Charles Pic,Marussia Cosworth,+2.871s,21
22,22,Pedro de la Rosa,HRT Cosworth,+3.010s,15
23,23,Narain Karthikeyan,HRT Cosworth,+3.605s,18
9,24,Kimi Räikkönen,Lotus Renault,,3
