,Position,Driver,Car,Lap,Time,Avg Speed
4,1,Lewis Hamilton,McLaren Mercedes,38,1:18.069,198.701
3,2,Jenson Button,McLaren Mercedes,37,1:18.108,198.601
12,3,Nico Hulkenberg,Force India Mercedes,38,1:18.210,198.342
5,4,Fernando Alonso,Ferrari,36,1:18.623,197.301
6,5,Felipe Massa,Ferrari,37,1:18.879,196.660
2,6,Mark Webber,Red Bull Racing Renault,39,1:18.903,196.600
14,7,Kamui Kobayashi,Sauber Ferrari,35,1:18.973,196.426
17,8,Jean-Eric Vergne,STR Ferrari,39,1:18.983,196.401
1,9,Sebastian Vettel,Red Bull Racing Renault,36,1:19.090,196.136
20,10,Heikki Kovalainen,Caterham Renault,39,1:19.256,195.725
16,11,Daniel Ricciardo,STR Ferrari,36,1:19.308,195.596
11,12,Paul di Resta,Force India Mercedes,39,1:19.314,195.582
9,13,Kimi Räikkönen,Lotus Renault,34,1:19.444,195.262
24,14,Timo Glock,Marussia Cosworth,34,1:19.686,194.669
7,15,Michael Schumacher,Mercedes,37,1:20.158,193.522
8,16,Nico Rosberg,Mercedes,38,1:20.266,193.262
25,17,Charles Pic,Marussia Cosworth,36,1:20.310,193.156
21,18,Vitaly Petrov,Caterham Renault,39,1:20.528,192.633
22,19,Pedro de la Rosa,HRT Cosworth,37,1:21.085,191.310
23,20,Narain Karthikeyan,HRT Cosworth,40,1:21.544,190.233
10,21,Romain Grosjean,Lotus Renault,2,1:22.184,188.752
