,Position,Driver,Car,Time / Gap,Laps
4,1,Lewis Hamilton,McLaren Mercedes,1:14.026,35
1,2,Sebastian Vettel,Red Bull Racing Renault,+0.274s,40
2,3,Mark Webber,Red Bull Racing Renault,+0.497s,37
6,4,Felipe Massa,Ferrari,+0.527s,37
5,5,Fernando Alonso,Ferrari,+0.566s,37
7,6,Michael Schumacher,Mercedes,+0.628s,36
8,7,Nico Rosberg,Mercedes,+0.643s,40
3,8,Jenson Button,McLaren Mercedes,+0.837s,40
10,9,Romain Grosjean,Lotus Renault,+0.968s,37
11,10,Paul di Resta,Force India Mercedes,+1.103s,39
12,11,Nico Hulkenberg,Force India Mercedes,+1.105s,40
9,12,Kimi Räikkönen,Lotus Renault,+1.345s,39
19,13,Bruno Senna,Williams Renault,+1.406s,45
15,14,Sergio Perez,Sauber Ferrari,+1.516s,35
14,15,Kamui Kobayashi,Sauber Ferrari,+1.813s,43
16,16,Daniel Ricciardo,STR Ferrari,+1.876s,39
18,17,Pastor Maldonado,Williams Renault,+1.927s,47
17,18,Jean-Eric Vergne,STR Ferrari,+2.022s,40
21,19,Vitaly Petrov,Caterham Renault,+2.100s,39
20,20,Heikki Kovalainen,Caterham Renault,+2.629s,42
22,21,Pedro de la Rosa,HRT Cosworth,+3.218s,15
24,22,Timo Glock,Marussia Cosworth,+3.649s,42
25,23,Charles Pic,Marussia Cosworth,+4.101s,31
23,24,Narain Karthikeyan,HRT Cosworth,+4.113s,15
