,Position,Driver,Car,Q1,Q2,Q3,Laps
16,1,Charles Leclerc,Ferrari,1:12.569,1:11.864,1:11.376,24
55,2,Carlos Sainz,Ferrari,1:12.616,1:12.074,1:11.601,25
11,3,Sergio Perez,Red Bull Racing RBPT,1:13.004,1:11.954,1:11.629,25
1,4,Max Verstappen,Red Bull Racing RBPT,1:12.993,1:12.117,1:11.666,25
4,5,Lando Norris,McLaren Mercedes,1:12.927,1:12.266,1:11.849,27
63,6,George Russell,Mercedes,1:12.787,1:12.617,1:12.112,27
14,7,Fernando Alonso,Alpine Renault,1:13.394,1:12.688,1:12.247,22
44,8,Lewis Hamilton,Mercedes,1:13.444,1:12.595,1:12.560,29
5,9,Sebastian Vettel,Aston Martin Aramco Mercedes,1:13.313,1:12.613,1:12.732,28
31,10,Esteban Ocon,Alpine Renault,1:12.848,1:12.528,1:13.047,22
22,11,Yuki Tsunoda,AlphaTauri RBPT,1:13.110,1:12.797,,20
77,12,Valtteri Bottas,Alfa Romeo Ferrari,1:13.541,1:12.909,,17
20,13,Kevin Magnussen,Haas Ferrari,1:13.069,1:12.921,,20
3,14,Daniel Ricciardo,McLaren Mercedes,1:13.338,1:12.964,,21
47,15,Mick Schumacher,Haas Ferrari,1:13.469,1:13.081,,17
23,16,Alexander Albon,Williams Mercedes,1:13.611,,,14
10,17,Pierre Gasly,AlphaTauri RBPT,1:13.660,,,10
18,18,Lance Stroll,Aston Martin Aramco Mercedes,1:13.678,,,11
6,19,Nicholas Latifi,Williams Mercedes,1:14.403,,,13
24,20,Guanyu Zhou,Alfa Romeo Ferrari,1:15.606,,,9
