,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:21.537,28
77,2,Valtteri Bottas,Mercedes,+0.435s,31
5,3,Sebastian Vettel,Ferrari,+1.115s,24
7,4,Kimi Räikkönen,Ferrari,+1.152s,28
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,+1.205s,28
33,6,Max Verstappen,Red Bull Racing TAG Heuer,+1.212s,23
11,7,Sergio Perez,Force India Mercedes,+1.780s,36
31,8,Esteban Ocon,Force India Mercedes,+1.863s,34
2,9,Stoffel Vandoorne,McLaren Honda,+1.928s,24
19,10,Felipe Massa,Williams Mercedes,+2.024s,37
55,11,Carlos Sainz,Toro Rosso,+2.143s,22
20,12,Kevin Magnussen,Haas Ferrari,+2.436s,22
18,13,Lance Stroll,Williams Mercedes,+2.454s,30
26,14,Daniil Kvyat,Toro Rosso,+2.475s,27
14,15,Fernando Alonso,McLaren Honda,+2.478s,17
8,16,Romain Grosjean,Haas Ferrari,+2.542s,22
27,17,Nico Hulkenberg,Renault,+3.005s,17
30,18,Jolyon Palmer,Renault,+3.629s,21
94,19,Pascal Wehrlein,Sauber Ferrari,+3.686s,26
9,20,Marcus Ericsson,Sauber Ferrari,+4.150s,17
