,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
3,1,Daniel Ricciardo,Red Bull Racing TAG Heuer,49,1:23.361,250.174,15:14:02
44,2,Lewis Hamilton,Mercedes,50,1:23.488,249.793,15:14:46
77,3,Valtteri Bottas,Mercedes,53,1:23.722,249.095,15:19:03
5,4,Sebastian Vettel,Ferrari,51,1:23.897,248.576,15:16:46
33,5,Max Verstappen,Red Bull Racing TAG Heuer,48,1:24.351,247.238,15:13:36
11,6,Sergio Perez,Force India Mercedes,48,1:24.968,245.442,15:13:05
8,7,Romain Grosjean,Haas Ferrari,48,1:25.020,245.292,15:14:20
7,8,Kimi Räikkönen,Ferrari,43,1:25.054,245.194,15:05:43
19,9,Felipe Massa,Williams Mercedes,30,1:25.477,243.981,14:47:17
18,10,Lance Stroll,Williams Mercedes,51,1:25.625,243.559,15:17:19
31,11,Esteban Ocon,Force India Mercedes,53,1:25.652,243.482,15:20:10
30,12,Jolyon Palmer,Renault,27,1:25.752,243.198,14:43:38
14,13,Fernando Alonso,McLaren Honda,44,1:25.871,242.861,15:08:12
26,14,Daniil Kvyat,Toro Rosso,43,1:25.894,242.796,15:06:30
20,15,Kevin Magnussen,Haas Ferrari,48,1:26.037,242.393,15:13:42
27,16,Nico Hulkenberg,Renault,46,1:26.131,242.128,15:10:52
55,17,Carlos Sainz,Toro Rosso,46,1:26.210,241.906,15:10:53
94,18,Pascal Wehrlein,Sauber Ferrari,47,1:26.547,240.965,15:13:17
2,19,Stoffel Vandoorne,McLaren Honda,30,1:26.912,239.953,14:47:27
9,20,Marcus Ericsson,Sauber Ferrari,20,1:27.663,237.897,14:33:40
