,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:35.554
18,2,Lance Stroll,Williams Mercedes,1:37.032
31,3,Esteban Ocon,Force India Mercedes,1:37.719
77,4,Valtteri Bottas,Mercedes,1:37.833
7,5,Kimi Räikkönen,Ferrari,1:37.987
5,6,Sebastian Vettel,Ferrari,1:38.064
19,7,Felipe Massa,Williams Mercedes,1:38.251
26,8,Daniil Kvyat,Toro Rosso,1:38.245
20,9,Kevin Magnussen,Haas Ferrari,1:40.489
11,10,Sergio Perez,Force India Mercedes,1:37.582
9,11,Marcus Ericsson,Sauber Ferrari,1:41.732
94,12,Pascal Wehrlein,Sauber Ferrari,1:41.875
33,13,Max Verstappen,Red Bull Racing TAG Heuer,1:36.702
27,14,Nico Hulkenberg,Renault,1:38.059
55,15,Carlos Sainz,Toro Rosso,1:38.526
3,16,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:36.841
30,17,Jolyon Palmer,Renault,1:40.646
2,18,Stoffel Vandoorne,McLaren Honda,1:39.157
14,19,Fernando Alonso,McLaren Honda,1:38.202
8,20,Romain Grosjean,Haas Ferrari,1:43.355
