,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:36.009,1:34.660,1:35.554,29
33,2,Max Verstappen,Red Bull Racing TAG Heuer,1:37.344,1:36.113,1:36.702,29
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:38.304,1:37.313,1:36.841,26
18,4,Lance Stroll,Williams Mercedes,1:37.653,1:37.002,1:37.032,27
31,5,Esteban Ocon,Force India Mercedes,1:38.775,1:37.580,1:37.719,29
77,6,Valtteri Bottas,Mercedes,1:35.716,1:35.396,1:37.833,29
7,7,Kimi Räikkönen,Ferrari,1:38.235,1:37.031,1:37.987,30
5,8,Sebastian Vettel,Ferrari,1:37.198,1:36.223,1:38.064,28
19,9,Felipe Massa,Williams Mercedes,1:38.338,1:37.456,1:38.251,27
2,10,Stoffel Vandoorne,McLaren Honda,1:38.767,1:37.471,1:39.157,25
11,11,Sergio Perez,Force India Mercedes,1:38.511,1:37.582,,19
27,12,Nico Hulkenberg,Renault,1:39.242,1:38.059,,20
14,13,Fernando Alonso,McLaren Honda,1:39.134,1:38.202,,11
26,14,Daniil Kvyat,Toro Rosso,1:39.183,1:38.245,,21
55,15,Carlos Sainz,Toro Rosso,1:39.788,1:38.526,,21
20,16,Kevin Magnussen,Haas Ferrari,1:40.489,,,12
30,17,Jolyon Palmer,Renault,1:40.646,,,10
9,18,Marcus Ericsson,Sauber Ferrari,1:41.732,,,11
94,19,Pascal Wehrlein,Sauber Ferrari,1:41.875,,,9
8,NC,Romain Grosjean,Haas Ferrari,1:43.355,,,3
