,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,53,1:15:32.312,25
77,2,Valtteri Bottas,Mercedes,53,+4.471s,18
5,3,Sebastian Vettel,Ferrari,53,+36.317s,15
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,53,+40.335s,12
7,5,Kimi Räikkönen,Ferrari,53,+60.082s,10
31,6,Esteban Ocon,Force India Mercedes,53,+71.528s,8
18,7,Lance Stroll,Williams Mercedes,53,+74.156s,6
19,8,Felipe Massa,Williams Mercedes,53,+74.834s,4
11,9,Sergio Perez,Force India Mercedes,53,+75.276s,2
33,10,Max Verstappen,Red Bull Racing TAG Heuer,52,+1 lap,1
20,11,Kevin Magnussen,Haas Ferrari,52,+1 lap,0
26,12,Daniil Kvyat,Toro Rosso,52,+1 lap,0
27,13,Nico Hulkenberg,Renault,52,+1 lap,0
55,14,Carlos Sainz,Toro Rosso,52,+1 lap,0
8,15,Romain Grosjean,Haas Ferrari,52,+1 lap,0
94,16,Pascal Wehrlein,Sauber Ferrari,51,+2 laps,0
14,17,Fernando Alonso,McLaren Honda,50,DNF,0
9,18,Marcus Ericsson,Sauber Ferrari,49,DNF,0
2,NC,Stoffel Vandoorne,McLaren Honda,33,DNF,0
30,NC,Jolyon Palmer,Renault,29,DNF,0
