,Position,Driver,Car,Time / Gap
27,1,Ayrton Senna,McLaren Honda,1:04.692
1,2,Alain Prost,Ferrari,+0.255s
2,3,Nigel Mansell,Ferrari,+0.677s
6,4,Riccardo Patrese,Williams Renault,+0.756s
29,5,Eric Bernard,Lola Lamborghini,+0.765s
20,6,Nelson Piquet,Benetton Ford,+0.930s
19,7,Alessandro Nannini,Benetton Ford,+1.008s
5,8,Thierry Boutsen,Williams Renault,+1.211s
30,9,Aguri Suzuki,Lola Lamborghini,+1.240s
26,10,Philippe Alliot,Ligier Ford,+1.368s
28,11,Gerhard Berger,McLaren Honda,+1.446s
16,12,Ivan Capelli,Leyton House Judd,+1.456s
4,13,Jean Alesi,Tyrrell Ford,+1.470s
15,14,Mauricio Gugelmin,Leyton House Judd,+1.927s
8,15,Stefano Modena,Brabham Judd,+2.016s
11,16,Derek Warwick,Lotus Lamborghini,+2.200s
9,17,Michele Alboreto,Arrows Ford,+2.211s
10,18,Alex Caffi,Arrows Ford,+2.408s
23,19,Pierluigi Martini,Minardi Ford,+2.487s
3,20,Satoru Nakajima,Tyrrell Ford,+2.524s
21,21,Emanuele Pirro,Dallara Ford,+2.525s
22,22,Andrea de Cesaris,Dallara Ford,+2.612s
25,23,Nicola Larini,Ligier Ford,+2.642s
12,24,Martin Donnelly,Lotus Lamborghini,+2.666s
17,25,Gabriele Tarquini,AGS Ford,+3.357s
24,26,Paolo Barilla,Minardi Ford,+3.497s
7,27,David Brabham,Brabham Judd,+3.519s
18,28,Yannick Dalmas,AGS Ford,+3.548s
36,29,Jyrki Jarvilehto,Onyx Ford,+5.068s
35,30,Gregor Foitek,Onyx Ford,+5.132s
