,Position,Driver,Car,Time
4,1,Jacky Ickx,Ferrari,1:25.900
5,2,Clay Regazzoni,Ferrari,1:26.000
20,3,Chris Amon,Matra,1:26.000
11,4,Jackie Stewart,Tyrrell Ford,1:26.200
14,5,Pedro Rodriguez,BRM,1:26.500
21,6,Jean-Pierre Beltoise,Matra,1:26.600
10,7,Peter  Gethin ,McLaren Ford,1:26.800
6,8,Mario Andretti,Ferrari,1:26.900
9,9,Denny Hulme,McLaren Ford,1:27.100
15,10,Jo Siffert,BRM,1:27.300
27,11,Henri Pescarolo,March Ford,1:27.500
12,12,Francois  Cevert ,Tyrrell Ford,1:27.700
18,13,Ronnie Peterson,March Alfa Romeo,1:27.800
2,14,Emerson Fittipaldi,Lotus Pratt & Whitney,1:27.900
7,15,Graham Hill,Brabham Ford,1:28.400
3,16,Reine   Wisell,Lotus Pratt & Whitney,1:28.600
16,17,Howden  Ganley ,BRM,1:28.600
17,18,Andrea de Adamich ,March Alfa Romeo,1:29.500
25,19,Rolf Stommelen,Surtees Ford,1:29.600
19,20,Alex  Soler-Roig ,March Alfa Romeo,1:29.800
8,21,Tim   Schenken,Brabham Ford,1:30.600
24,22,John Surtees,Surtees Ford,1:30.800
