,Position,Driver,Car,Laps,Time,Points
11,1,Jackie Stewart,Tyrrell Ford,75,1:49:03.400,9
4,2,Jacky Ickx,Ferrari,75,+3.400s,6
20,3,Chris Amon,Matra,75,+58.100s,4
14,4,Pedro Rodriguez,BRM,75,+77.900s,3
9,5,Denny Hulme,McLaren Ford,75,+87.000s,2
21,6,Jean-Pierre Beltoise,Matra,74,+1 lap,1
12,7,Francois  Cevert ,Tyrrell Ford,74,+1 lap,0
10,8,Peter  Gethin ,McLaren Ford,73,+2 laps,0
8,9,Tim   Schenken,Brabham Ford,72,+3 laps,0
16,10,Howden  Ganley ,BRM,71,+4 laps,0
24,11,John Surtees,Surtees Ford,67,+8 laps,0
3,NC,Reine   Wisell,Lotus Ford,58,+17 laps,0
2,NC,Emerson Fittipaldi,Lotus Ford,54,DNF,0
27,NC,Henri Pescarolo,March Ford,53,DNF,0
6,NC,Mario Andretti,Ferrari,50,DNF,0
19,NC,Alex  Soler-Roig ,March Ford,46,DNF,0
17,NC,Andrea de Adamich ,March Alfa Romeo,26,DNF,0
18,NC,Ronnie Peterson,March Ford,24,DNF,0
5,NC,Clay Regazzoni,Ferrari,13,DNF,0
25,NC,Rolf Stommelen,Surtees Ford,9,DNF,0
7,NC,Graham Hill,Brabham Ford,5,DNF,0
15,NC,Jo Siffert,BRM,5,DNF,0
