,Position,Driver,Car,Time / Gap,Laps
37,1,Vitantonio Liuzzi,RBR Cosworth,1:25.967,19
35,2,Pedro de la Rosa,McLaren Mercedes,+0.513s,19
38,3,Ricardo Zonta,Toyota,+1.298s,20
10,4,Juan Pablo Montoya,McLaren Mercedes,+1.458s,5
14,5,David Coulthard,RBR Cosworth,+1.606s,9
12,6,Felipe Massa,Sauber Petronas,+2.004s,5
7,7,Mark Webber,Williams BMW,+2.302s,10
16,8,Jarno Trulli,Toyota,+2.399s,10
3,9,Jenson Button,BAR Honda,+2.665s,10
15,10,Christian Klien,RBR Cosworth,+2.867s,9
8,11,Nick Heidfeld,Williams BMW,+3.205s,9
2,12,Rubens Barrichello,Ferrari,+3.260s,5
17,13,Ralf Schumacher,Toyota,+3.318s,12
11,14,Jacques Villeneuve,Sauber Petronas,+3.365s,7
39,15,Robert Doornbos,Jordan Toyota,+3.403s,23
4,16,Takuma Sato,BAR Honda,+5.397s,9
18,17,Tiago Monteiro,Jordan Toyota,+6.381s,15
19,18,Narain Karthikeyan,Jordan Toyota,+12.208s,6
9,19,Kimi Räikkönen,McLaren Mercedes,,1
1,20,Michael Schumacher,Ferrari,,3
6,21,Giancarlo Fisichella,Renault,,2
5,22,Fernando Alonso,Renault,,2
