,Position,Driver,Car,Time / Gap,Laps
35,1,Pedro de la Rosa,McLaren Mercedes,1:25.376,28
9,2,Kimi Räikkönen,McLaren Mercedes,+0.300s,15
8,3,Nick Heidfeld,Williams BMW,+0.564s,23
1,4,Michael Schumacher,Ferrari,+0.705s,15
10,5,Juan Pablo Montoya,McLaren Mercedes,+0.851s,14
12,6,Felipe Massa,Sauber Petronas,+0.981s,19
5,7,Fernando Alonso,Renault,+1.186s,21
3,8,Jenson Button,BAR Honda,+1.235s,26
2,9,Rubens Barrichello,Ferrari,+1.263s,14
6,10,Giancarlo Fisichella,Renault,+1.291s,23
38,11,Ricardo Zonta,Toyota,+1.432s,31
14,12,David Coulthard,RBR Cosworth,+1.641s,22
17,13,Ralf Schumacher,Toyota,+1.786s,16
16,14,Jarno Trulli,Toyota,+1.819s,24
7,15,Mark Webber,Williams BMW,+1.953s,19
11,16,Jacques Villeneuve,Sauber Petronas,+2.137s,18
15,17,Christian Klien,RBR Cosworth,+2.168s,14
4,18,Takuma Sato,BAR Honda,+2.515s,20
19,19,Narain Karthikeyan,Jordan Toyota,+2.792s,29
39,20,Robert Doornbos,Jordan Toyota,+3.244s,30
37,21,Vitantonio Liuzzi,RBR Cosworth,+3.550s,7
18,22,Tiago Monteiro,Jordan Toyota,+4.295s,23
