,Position,Driver,Car,Lap,Time,Avg Speed
5,1,Fernando Alonso,Renault,24,1:25.683,222.807
6,2,Giancarlo Fisichella,Renault,55,1:25.994,222.001
2,3,Rubens Barrichello,Ferrari,54,1:26.233,221.386
9,4,Kimi Räikkönen,McLaren Mercedes,55,1:26.255,221.329
3,5,Jenson Button,BAR Honda,55,1:26.260,221.316
1,6,Michael Schumacher,Ferrari,38,1:26.261,221.314
10,7,Juan Pablo Montoya,McLaren Mercedes,41,1:26.393,220.976
7,8,Mark Webber,Williams BMW,37,1:26.493,220.720
17,9,Ralf Schumacher,Toyota,56,1:26.536,220.611
15,10,Christian Klien,RBR Cosworth,39,1:26.627,220.379
14,11,David Coulthard,RBR Cosworth,40,1:26.690,220.219
8,12,Nick Heidfeld,Williams BMW,38,1:26.854,219.803
12,13,Felipe Massa,Sauber Petronas,55,1:26.893,219.704
16,14,Jarno Trulli,Toyota,56,1:27.116,219.142
11,15,Jacques Villeneuve,Sauber Petronas,54,1:27.745,217.571
4,16,Takuma Sato,BAR Honda,36,1:27.877,217.244
19,17,Narain Karthikeyan,Jordan Toyota,36,1:27.970,217.014
18,18,Tiago Monteiro,Jordan Toyota,16,1:28.999,214.505
20,19,Patrick Friesacher ,Minardi Cosworth,22,1:32.852,205.604
21,20,Christijan Albers,Minardi Cosworth,11,1:33.144,204.960
