,Position,Driver,Car,Time
9,1,Jackie Stewart,Tyrrell Ford,1:17.800
19,2,Chris Amon,Matra,1:18.400
5,3,Clay Regazzoni,Ferrari,1:18.700
6,4,Mario Andretti,Ferrari,1:19.000
2,5,Emerson Fittipaldi,Lotus Pratt & Whitney,1:19.100
20,6,John Surtees,Surtees Ford,1:19.100
11,7,Denny Hulme,McLaren Ford,1:19.100
4,8,Jacky Ickx,Ferrari,1:19.200
10,9,Francois  Cevert ,Tyrrell Ford,1:19.200
16,10,Pedro Rodriguez,BRM,1:19.300
12,11,Peter  Gethin ,McLaren Ford,1:19.600
15,12,Dave Charlton,Brabham Ford,1:19.800
7,13,Ronnie Peterson,March Alfa Romeo,1:19.900
3,14,Reine   Wisell,Lotus Pratt & Whitney,1:19.900
21,15,Rolf Stommelen,Surtees Ford,1:20.100
17,16,Jo Siffert,BRM,1:20.200
28,17,Brian   Redman,Surtees Ford,1:20.200
22,18,Henri Pescarolo,March Ford,1:20.200
14,19,Graham Hill,Brabham Ford,1:20.500
25,20,Jackie Pretorius,March Ford,1:21.700
24,21,John Love,March Ford,1:21.900
8,22,Andrea de Adamich ,March Alfa Romeo,1:22.200
23,23,Jo Bonnier,McLaren Ford,1:22.300
27,24,Howden  Ganley ,BRM,1:23.700
26,25,Alex  Soler-Roig ,March Alfa Romeo,1:25.800
