,Position,Driver,Car,Time / Gap,Laps
5,1,Sebastian Vettel,Ferrari,1:28.846,32
16,2,Charles Leclerc,Ferrari,+0.035s,32
44,3,Lewis Hamilton,Mercedes,+0.603s,33
77,4,Valtteri Bottas,Mercedes,+0.711s,36
27,5,Nico Hulkenberg,Renault,+0.823s,32
33,6,Max Verstappen,Red Bull Racing Honda,+0.879s,34
20,7,Kevin Magnussen,Haas Ferrari,+1.154s,33
4,8,Lando Norris,McLaren Renault,+1.171s,25
8,9,Romain Grosjean,Haas Ferrari,+1.222s,34
26,10,Daniil Kvyat,Scuderia Toro Rosso Honda,+1.247s,36
55,11,Carlos Sainz,McLaren Renault,+1.346s,33
10,12,Pierre Gasly,Red Bull Racing Honda,+1.583s,31
23,13,Alexander Albon,Scuderia Toro Rosso Honda,+1.612s,36
11,14,Sergio Perez,Racing Point BWT Mercedes,+1.870s,32
3,15,Daniel Ricciardo,Renault,+2.002s,30
7,16,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+2.242s,6
18,17,Lance Stroll,Racing Point BWT Mercedes,+2.283s,31
99,18,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+2.298s,10
63,19,George Russell,Williams Mercedes,+3.058s,32
88,20,Robert Kubica,Williams Mercedes,+4.086s,37
