,Position,Driver,Car,Time / Gap,Laps
16,1,Charles Leclerc,Ferrari,1:29.569,15
5,2,Sebastian Vettel,Ferrari,+0.169s,16
44,3,Lewis Hamilton,Mercedes,+0.765s,10
77,4,Valtteri Bottas,Mercedes,+0.820s,12
8,5,Romain Grosjean,Haas Ferrari,+1.249s,14
27,6,Nico Hulkenberg,Renault,+1.341s,12
4,7,Lando Norris,McLaren Renault,+1.386s,15
33,8,Max Verstappen,Red Bull Racing Honda,+1.390s,10
55,9,Carlos Sainz,McLaren Renault,+1.396s,14
26,10,Daniil Kvyat,Scuderia Toro Rosso Honda,+1.604s,17
7,11,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.764s,21
10,12,Pierre Gasly,Red Bull Racing Honda,+1.823s,13
20,13,Kevin Magnussen,Haas Ferrari,+1.971s,13
18,14,Lance Stroll,Racing Point BWT Mercedes,+2.049s,16
11,15,Sergio Perez,Racing Point BWT Mercedes,+2.069s,9
3,16,Daniel Ricciardo,Renault,+2.074s,11
23,17,Alexander Albon,Scuderia Toro Rosso Honda,+2.110s,17
99,18,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+2.563s,21
63,19,George Russell,Williams Mercedes,+3.818s,14
88,20,Robert Kubica,Williams Mercedes,+3.956s,13
