,Position,Driver,Car,Q1,Q2,Q3,Laps
16,1,Charles Leclerc,Ferrari,1:28.495,1:28.046,1:27.866,14
5,2,Sebastian Vettel,Ferrari,1:28.733,1:28.356,1:28.160,14
44,3,Lewis Hamilton,Mercedes,1:29.262,1:28.578,1:28.190,16
77,4,Valtteri Bottas,Mercedes,1:29.498,1:28.830,1:28.256,15
33,5,Max Verstappen,Red Bull Racing Honda,1:29.579,1:29.109,1:28.752,12
20,6,Kevin Magnussen,Haas Ferrari,1:29.532,1:29.017,1:28.757,15
55,7,Carlos Sainz,McLaren Renault,1:29.528,1:29.055,1:28.813,17
8,8,Romain Grosjean,Haas Ferrari,1:29.688,1:29.249,1:29.015,17
7,9,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:29.959,1:29.471,1:29.022,18
4,10,Lando Norris,McLaren Renault,1:29.381,1:29.258,1:29.043,18
3,11,Daniel Ricciardo,Renault,1:29.859,1:29.488,,12
23,12,Alexander Albon,Scuderia Toro Rosso Honda,1:29.514,1:29.513,,15
10,13,Pierre Gasly,Red Bull Racing Honda,1:29.900,1:29.526,,12
11,14,Sergio Perez,Racing Point BWT Mercedes,1:29.893,1:29.756,,12
26,15,Daniil Kvyat,Scuderia Toro Rosso Honda,1:29.876,1:29.854,,10
99,16,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:30.026,,,6
27,17,Nico Hulkenberg,Renault,1:30.034,,,6
18,18,Lance Stroll,Racing Point BWT Mercedes,1:30.217,,,6
63,19,George Russell,Williams Mercedes,1:31.759,,,8
88,20,Robert Kubica,Williams Mercedes,1:31.799,,,8
