,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,57,1:34:21.295,25
77,2,Valtteri Bottas,Mercedes,57,+2.980s,18
16,3,Charles Leclerc,Ferrari,57,+6.131s,16
33,4,Max Verstappen,Red Bull Racing Honda,57,+6.408s,12
5,5,Sebastian Vettel,Ferrari,57,+36.068s,10
4,6,Lando Norris,McLaren Renault,57,+45.754s,8
7,7,Kimi Räikkönen,Alfa Romeo Racing Ferrari,57,+47.470s,6
10,8,Pierre Gasly,Red Bull Racing Honda,57,+58.094s,4
23,9,Alexander Albon,Scuderia Toro Rosso Honda,57,+62.697s,2
11,10,Sergio Perez,Racing Point BWT Mercedes,57,+63.696s,1
99,11,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,57,+64.599s,0
26,12,Daniil Kvyat,Scuderia Toro Rosso Honda,56,+1 lap,0
20,13,Kevin Magnussen,Haas Ferrari,56,+1 lap,0
18,14,Lance Stroll,Racing Point BWT Mercedes,56,+1 lap,0
63,15,George Russell,Williams Mercedes,56,+1 lap,0
88,16,Robert Kubica,Williams Mercedes,55,+2 laps,0
27,17,Nico Hulkenberg,Renault,53,DNF,0
3,18,Daniel Ricciardo,Renault,53,DNF,0
55,19,Carlos Sainz,McLaren Renault,53,DNF,0
8,NC,Romain Grosjean,Haas Ferrari,16,DNF,0
