,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
16,1,Charles Leclerc,Ferrari,38,1:33.411,208.575,19:15:24
44,2,Lewis Hamilton,Mercedes,36,1:33.528,208.314,19:12:22
77,3,Valtteri Bottas,Mercedes,42,1:34.209,206.808,19:22:19
5,4,Sebastian Vettel,Ferrari,43,1:34.895,205.313,19:24:28
26,5,Daniil Kvyat,Scuderia Toro Rosso Honda,40,1:34.934,205.228,19:20:26
27,6,Nico Hulkenberg,Renault,14,1:35.215,204.623,18:36:54
99,7,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,42,1:35.237,204.575,19:23:29
10,8,Pierre Gasly,Red Bull Racing Honda,42,1:35.291,204.460,19:23:08
33,9,Max Verstappen,Red Bull Racing Honda,47,1:35.311,204.417,19:30:24
55,10,Carlos Sainz,McLaren Renault,42,1:35.586,203.829,19:24:19
7,11,Kimi Räikkönen,Alfa Romeo Racing Ferrari,45,1:35.589,203.822,19:27:45
4,12,Lando Norris,McLaren Renault,14,1:35.777,203.422,18:36:55
20,13,Kevin Magnussen,Haas Ferrari,41,1:35.892,203.178,19:22:00
11,14,Sergio Perez,Racing Point BWT Mercedes,51,1:36.330,202.254,19:37:46
3,15,Daniel Ricciardo,Renault,42,1:36.697,201.487,19:22:55
23,16,Alexander Albon,Scuderia Toro Rosso Honda,39,1:36.752,201.372,19:18:14
18,17,Lance Stroll,Racing Point BWT Mercedes,31,1:37.037,200.781,19:05:57
8,18,Romain Grosjean,Haas Ferrari,3,1:37.262,200.316,18:19:33
63,19,George Russell,Williams Mercedes,14,1:37.313,200.211,18:37:25
88,20,Robert Kubica,Williams Mercedes,13,1:37.903,199.005,18:35:42
