,Position,Driver,Car,Time
12,1,Niki Lauda,Ferrari,1:47.820
3,2,Jody Scheckter,Tyrrell Ford,1:48.220
24,3,James Hunt,Hesketh Ford,1:48.250
17,4,Jean-Pierre Jarier,Shadow Matra,1:48.440
8,5,Carlos Pace,Brabham Ford,1:48.480
16,6,Tom Pryce,Shadow Matra,1:48.480
2,7,Jochen Mass,McLaren Ford,1:48.540
9,8,Vittorio Brambilla,March Ford,1:48.560
11,9,Clay Regazzoni,Ferrari,1:48.680
1,10,Emerson Fittipaldi,McLaren Ford,1:48.750
7,11,Carlos Reutemann,Brabham Ford,1:48.850
23,12,Tony Brise,Lola Ford,1:49.210
4,13,Patrick Depailler,Tyrrell Ford,1:49.310
18,14,John Watson,Surtees Ford,1:49.700
27,15,Mario Andretti,Parnelli Ford,1:49.720
21,16,Jacques Laffite,Frank Williams Racing Cars/Williams,1:49.720
5,17,Ronnie Peterson,Lotus Ford,1:50.040
28,18,Mark Donohue,March Ford,1:50.150
6,19,Jacky Ickx,Lotus Ford,1:50.940
22,20,Alan  Jones,Lola Ford,1:51.020
15,21,Jean-Pierre Jabouille,Tyrrell Ford,1:51.060
31,22,Gijs van Lennep,Ensign Ford,1:51.210
30,23,Wilson Fittipaldi,Fittipaldi Ford,1:51.640
20,24,Francois  Migault,Frank Williams Racing Cars/Williams,1:51.820
14,25,Bob Evans,BRM,1:51.850
10,26,Lella Lombardi,March Ford,1:52.970
