,Position,Driver,Car,Time
7,1,Jack Brabham,Brabham Ford,1:23.900
5,2,Denny Hulme,McLaren Alfa Romeo,1:24.100
1,3,Jackie Stewart,Tyrrell Ford,1:24.200
4,4,Jean-Pierre Beltoise,Matra,1:24.460
10,5,Pedro Rodriguez,BRM,1:24.500
9,6,Chris Amon,March Ford,1:24.650
2,7,Jacky Ickx,Ferrari,1:24.700
3,8,Jochen Rindt,Lotus Ford,1:24.800
22,9,Henri Pescarolo,Matra,1:24.900
15,10,Jackie Oliver,BRM,1:25.000
11,11,Bruce McLaren,McLaren Alfa Romeo,1:25.000
8,12,John Surtees,McLaren Ford,1:25.200
12,13,Piers   Courage,De Tomaso Ford,1:25.400
16,14,Johnny  Servoz-Gavin ,Tyrrell Ford,1:25.460
6,15,Graham Hill,Lotus Ford,1:25.540
18,16,Mario Andretti,March Ford,1:25.700
24,17,Rolf Stommelen,Brabham Ford,
