,Position,Driver,Car,Laps,Time,Points
3,1,Lewis Hamilton,McLaren Mercedes,55,1:37:11.886,25
5,2,Fernando Alonso,Ferrari,55,+8.457s,18
4,3,Jenson Button,McLaren Mercedes,55,+25.881s,15
2,4,Mark Webber,Red Bull Racing Renault,55,+35.784s,12
6,5,Felipe Massa,Ferrari,55,+50.578s,10
8,6,Nico Rosberg,Mercedes,55,+52.317s,8
7,7,Michael Schumacher,Mercedes,55,+75.964s,6
14,8,Adrian Sutil,Force India Mercedes,55,+77.122s,4
15,9,Paul di Resta,Force India Mercedes,55,+101.087s,2
16,10,Kamui Kobayashi,Sauber Ferrari,54,+1 lap,1
17,11,Sergio Perez,Sauber Ferrari,54,+1 lap,0
11,12,Rubens Barrichello,Williams Cosworth,54,+1 lap,0
10,13,Vitaly Petrov,Renault,54,+1 lap,0
12,14,Pastor Maldonado,Williams Cosworth,54,+1 lap,0
19,15,Jaime Alguersuari,STR Ferrari,54,+1 lap,0
9,16,Bruno Senna,Renault,54,+1 lap,0
20,17,Heikki Kovalainen,Lotus Renault,54,+1 lap,0
21,18,Jarno Trulli,Lotus Renault,53,+2 laps,0
24,19,Timo Glock,Virgin Cosworth,53,+2 laps,0
23,20,Vitantonio Liuzzi,HRT Cosworth,53,+2 laps,0
22,NC,Daniel Ricciardo,HRT Cosworth,48,DNF,0
18,NC,Sebastien Buemi,STR Ferrari,19,DNF,0
25,NC,Jerome d'Ambrosio,Virgin Cosworth,18,DNF,0
1,NC,Sebastian Vettel,Red Bull Racing Renault,1,DNF,0
