,Position,Driver,Car,Time
1,1,Sebastian Vettel,Red Bull Racing Renault,1:38.481
3,2,Lewis Hamilton,McLaren Mercedes,1:38.622
4,3,Jenson Button,McLaren Mercedes,1:38.631
2,4,Mark Webber,Red Bull Racing Renault,1:38.858
5,5,Fernando Alonso,Ferrari,1:39.058
6,6,Felipe Massa,Ferrari,1:39.695
8,7,Nico Rosberg,Mercedes,1:39.773
7,8,Michael Schumacher,Mercedes,1:40.662
14,9,Adrian Sutil,Force India Mercedes,1:40.768
15,10,Paul di Resta,Force India Mercedes,
17,11,Sergio Perez,Sauber Ferrari,1:40.874
10,12,Vitaly Petrov,Renault,1:40.919
18,13,Sebastien Buemi,STR Ferrari,1:41.009
9,14,Bruno Senna,Renault,1:41.079
19,15,Jaime Alguersuari,STR Ferrari,1:41.162
16,16,Kamui Kobayashi,Sauber Ferrari,1:41.240
20,17,Heikki Kovalainen,Lotus Renault,1:42.979
21,18,Jarno Trulli,Lotus Renault,1:43.884
24,19,Timo Glock,Virgin Cosworth,1:44.515
22,20,Daniel Ricciardo,HRT Cosworth,1:44.641
25,21,Jerome d'Ambrosio,Virgin Cosworth,1:44.699
23,22,Vitantonio Liuzzi,HRT Cosworth,1:45.159
12,23,Pastor Maldonado,Williams Cosworth,1:41.760
11,24,Rubens Barrichello,Williams Cosworth,
