,Position,Driver,Car,Time
2,1,Jochen Rindt,Lotus Ford,1:25.700
15,2,Chris Amon,Ferrari,1:26.200
1,3,Graham Hill,Lotus Ford,1:26.600
7,4,Jackie Stewart,Matra Ford,1:26.900
3,5,Jack Brabham,Brabham Climax,1:27.800
10,6,Jo Siffert,Lotus Ford,1:28.200
4,7,Jacky Ickx,Brabham Climax,1:28.400
5,8,Denny Hulme,McLaren Ford,1:28.600
14,9,John Surtees,BRM,1:28.900
12,10,Jackie Oliver,BRM,1:29.200
11,11,Piers   Courage,Brabham Ford,1:29.300
8,12,Jean-Pierre Beltoise,Matra Ford,1:29.500
6,13,Bruce McLaren,McLaren Ford,1:29.700
9,14,Pedro Rodriguez,BRM,1:34.100
