,Position,Driver,Car,Time
1,1,Michael Schumacher,Ferrari,1:32.484
6,2,Juan Pablo Montoya,Williams BMW,1:33.184
5,3,Ralf Schumacher,Williams BMW,1:33.297
2,4,Rubens Barrichello,Ferrari,1:33.323
3,5,Mika Hakkinen,McLaren Mercedes,1:33.662
7,6,Giancarlo Fisichella,Benetton Renault,1:33.830
4,7,David Coulthard,McLaren Mercedes,1:33.916
11,8,Jarno Trulli,Jordan Honda,1:34.002
8,9,Jenson Button,Benetton Renault,1:34.375
16,10,Nick Heidfeld,Sauber Petronas,1:34.386
12,11,Jean Alesi,Jordan Honda,1:34.420
17,12,Kimi Räikkönen,Sauber Petronas,1:34.581
18,13,Eddie Irvine,Jaguar Cosworth,1:34.851
10,14,Jacques Villeneuve,BAR Honda,1:35.109
22,15,Heinz-Harald Frentzen,Prost Acer,1:35.132
19,16,Pedro de la Rosa,Jaguar Cosworth,1:35.639
9,17,Olivier Panis,BAR Honda,1:35.766
21,18,Fernando Alonso,Minardi European,1:36.410
23,19,Tomas Enge,Prost Acer,1:36.446
15,20,Enrique Bernoldi,Arrows Asiatech,1:36.885
14,21,Jos Verstappen,Arrows Asiatech,1:36.973
20,22,Alex Yoong,Minardi European,1:38.246
