,Position,Driver,Car,Lap,Time,Avg Speed
5,1,Ralf Schumacher,Williams BMW,46,1:36.944,217.573
2,2,Rubens Barrichello,Ferrari,17,1:36.970,217.514
6,3,Juan Pablo Montoya,Williams BMW,20,1:37.017,217.409
1,4,Michael Schumacher,Ferrari,29,1:37.133,217.149
3,5,Mika Hakkinen,McLaren Mercedes,40,1:37.298,216.781
4,6,David Coulthard,McLaren Mercedes,51,1:37.313,216.748
22,7,Heinz-Harald Frentzen,Prost Acer,48,1:38.240,214.702
7,8,Giancarlo Fisichella,Benetton Renault,13,1:38.361,214.438
8,9,Jenson Button,Benetton Renault,36,1:38.526,214.079
18,10,Eddie Irvine,Jaguar Cosworth,22,1:38.620,213.875
16,11,Nick Heidfeld,Sauber Petronas,21,1:38.647,213.816
11,12,Jarno Trulli,Jordan Honda,28,1:38.857,213.362
10,13,Jacques Villeneuve,BAR Honda,22,1:38.887,213.298
21,14,Fernando Alonso,Minardi European,36,1:39.153,212.725
19,15,Pedro de la Rosa,Jaguar Cosworth,40,1:39.182,212.663
9,16,Olivier Panis,BAR Honda,44,1:39.299,212.413
23,17,Tomas Enge,Prost Acer,27,1:39.827,211.289
17,18,Kimi Räikkönen,Sauber Petronas,4,1:39.991,210.942
12,19,Jean Alesi,Jordan Honda,4,1:40.225,210.450
15,20,Enrique Bernoldi,Arrows Asiatech,46,1:40.940,208.959
14,21,Jos Verstappen,Arrows Asiatech,16,1:41.383,208.046
20,22,Alex Yoong,Minardi European,42,1:42.915,204.949
