,Position,Driver,Car,Time / Gap,Laps
2,1,Rubens Barrichello,Ferrari,1:31.450,19
3,2,Juan Pablo Montoya,Williams BMW,+0.001s,21
35,3,Anthony Davidson,BAR Honda,+0.038s,29
1,4,Michael Schumacher,Ferrari,+0.282s,22
15,5,Christian Klien,Jaguar Cosworth,+0.339s,20
4,6,Ralf Schumacher,Williams BMW,+0.392s,25
9,7,Jenson Button,BAR Honda,+0.429s,22
14,8,Mark Webber,Jaguar Cosworth,+0.591s,24
8,9,Fernando Alonso,Renault,+0.784s,23
38,10,Ricardo Zonta,Toyota,+0.885s,27
5,11,David Coulthard,McLaren Mercedes,+1.045s,17
10,12,Takuma Sato,BAR Honda,+1.230s,16
19,13,Giorgio Pantano,Jordan Ford,+1.258s,18
16,14,Cristiano da Matta,Toyota,+1.311s,21
12,15,Felipe Massa,Sauber Petronas,+1.581s,23
17,16,Olivier Panis,Toyota,+1.599s,18
11,17,Giancarlo Fisichella,Sauber Petronas,+1.611s,23
7,18,Jarno Trulli,Renault,+1.987s,12
39,19,Timo Glock,Jordan Ford,+2.245s,27
21,20,Zsolt Baumgartner,Minardi Cosworth,+2.604s,14
37,21,Bjorn Wirdheim,Jaguar Cosworth,+2.867s,25
20,22,Gianmaria Bruni,Minardi Cosworth,+3.341s,16
40,23,Bas Leinders,Minardi Cosworth,+4.798s,25
18,24,Nick Heidfeld,Jordan Ford,+9.123s,5
6,25,Kimi Räikkönen,McLaren Mercedes,,1
