,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,57,1:28:34.875,10
2,2,Rubens Barrichello,Ferrari,57,+1.367s,8
9,3,Jenson Button,BAR Honda,57,+26.687s,6
7,4,Jarno Trulli,Renault,57,+32.214s,5
10,5,Takuma Sato,BAR Honda,57,+52.460s,4
8,6,Fernando Alonso,Renault,57,+53.156s,3
4,7,Ralf Schumacher,Williams BMW,57,+58.155s,2
14,8,Mark Webber,Jaguar Cosworth,56,+1 lap,1
17,9,Olivier Panis,Toyota,56,+1 lap,0
16,10,Cristiano da Matta,Toyota,56,+1 lap,0
11,11,Giancarlo Fisichella,Sauber Petronas,56,+1 lap,0
12,12,Felipe Massa,Sauber Petronas,56,+1 lap,0
3,13,Juan Pablo Montoya,Williams BMW,56,+1 lap,0
15,14,Christian Klien,Jaguar Cosworth,56,+1 lap,0
18,15,Nick Heidfeld,Jordan Ford,56,+1 lap,0
19,16,Giorgio Pantano,Jordan Ford,55,+2 laps,0
20,17,Gianmaria Bruni,Minardi Cosworth,52,+5 laps,0
5,NC,David Coulthard,McLaren Mercedes,50,DNF,0
21,NC,Zsolt Baumgartner,Minardi Cosworth,44,DNF,0
6,NC,Kimi Räikkönen,McLaren Mercedes,7,DNF,0
