,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:04.816,42
77,2,Valtteri Bottas,Mercedes,+0.356s,38
33,3,Max Verstappen,Red Bull Racing Honda,+0.602s,37
55,4,Carlos Sainz,McLaren Renault,+0.615s,41
11,5,Sergio Perez,Racing Point BWT Mercedes,+0.696s,33
4,6,Lando Norris,McLaren Renault,+0.805s,41
23,7,Alexander Albon,Red Bull Racing Honda,+0.885s,29
3,8,Daniel Ricciardo,Renault,+1.044s,29
20,9,Kevin Magnussen,Haas Ferrari,+1.091s,27
16,10,Charles Leclerc,Ferrari,+1.108s,31
18,11,Lance Stroll,Racing Point BWT Mercedes,+1.258s,34
5,12,Sebastian Vettel,Ferrari,+1.261s,32
31,13,Esteban Ocon,Renault,+1.454s,22
99,14,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+1.544s,24
7,15,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.549s,28
10,16,Pierre Gasly,AlphaTauri Honda,+1.588s,25
63,17,George Russell,Williams Mercedes,+1.679s,27
6,18,Nicholas Latifi,Williams Mercedes,+2.090s,31
26,19,Daniil Kvyat,AlphaTauri Honda,+2.127s,19
8,20,Romain Grosjean,Haas Ferrari,+41.545s,6
