,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:04.304,42
77,2,Valtteri Bottas,Mercedes,+0.197s,37
11,3,Sergio Perez,Racing Point BWT Mercedes,+0.641s,48
5,4,Sebastian Vettel,Ferrari,+0.657s,48
3,5,Daniel Ricciardo,Renault,+0.668s,36
4,6,Lando Norris,McLaren Renault,+0.783s,38
18,7,Lance Stroll,Racing Point BWT Mercedes,+0.831s,48
33,8,Max Verstappen,Red Bull Racing Honda,+0.911s,41
16,9,Charles Leclerc,Ferrari,+0.994s,46
55,10,Carlos Sainz,McLaren Renault,+1.048s,37
31,11,Esteban Ocon,Renault,+1.111s,42
26,12,Daniil Kvyat,AlphaTauri Honda,+1.139s,34
23,13,Alexander Albon,Red Bull Racing Honda,+1.149s,47
99,14,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+1.304s,49
20,15,Kevin Magnussen,Haas Ferrari,+1.374s,44
8,16,Romain Grosjean,Haas Ferrari,+1.604s,50
10,17,Pierre Gasly,AlphaTauri Honda,+1.712s,51
63,18,George Russell,Williams Mercedes,+1.821s,40
7,19,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.974s,44
6,20,Nicholas Latifi,Williams Mercedes,+2.820s,45
