,Position,Driver,Car,Time
77,1,Valtteri Bottas,Mercedes,1:02.939
33,2,Max Verstappen,Red Bull Racing Honda,1:03.477
4,3,Lando Norris,McLaren Renault,1:03.626
23,4,Alexander Albon,Red Bull Racing Honda,1:03.868
44,5,Lewis Hamilton,Mercedes,1:02.951
11,6,Sergio Perez,Racing Point BWT Mercedes,1:03.868
16,7,Charles Leclerc,Ferrari,1:03.923
55,8,Carlos Sainz,McLaren Renault,1:03.971
18,9,Lance Stroll,Racing Point BWT Mercedes,1:04.029
3,10,Daniel Ricciardo,Renault,1:04.239
5,11,Sebastian Vettel,Ferrari,1:04.206
10,12,Pierre Gasly,AlphaTauri Honda,1:04.305
26,13,Daniil Kvyat,AlphaTauri Honda,1:04.431
31,14,Esteban Ocon,Renault,1:04.643
8,15,Romain Grosjean,Haas Ferrari,1:04.691
20,16,Kevin Magnussen,Haas Ferrari,1:05.164
63,17,George Russell,Williams Mercedes,1:05.167
99,18,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:05.175
7,19,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:05.224
6,20,Nicholas Latifi,Williams Mercedes,1:05.757
