,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
4,1,Lando Norris,McLaren Renault,71,1:07.475,230.378,16:43:48
77,2,Valtteri Bottas,Mercedes,68,1:07.657,229.758,16:40:16
44,3,Lewis Hamilton,Mercedes,67,1:07.712,229.572,16:39:10
16,4,Charles Leclerc,Ferrari,64,1:07.901,228.933,16:35:48
55,5,Carlos Sainz,McLaren Renault,63,1:07.974,228.687,16:34:41
11,6,Sergio Perez,Racing Point BWT Mercedes,63,1:08.305,227.579,16:34:39
23,7,Alexander Albon,Red Bull Racing Honda,50,1:08.432,227.156,16:13:52
5,8,Sebastian Vettel,Ferrari,71,1:08.623,226.524,16:44:07
99,9,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,70,1:08.796,225.954,16:42:54
31,10,Esteban Ocon,Renault,64,1:08.932,225.509,16:35:54
10,11,Pierre Gasly,AlphaTauri Honda,64,1:09.025,225.205,16:35:53
7,12,Kimi Räikkönen,Alfa Romeo Racing Ferrari,48,1:09.031,225.185,16:12:02
26,13,Daniil Kvyat,AlphaTauri Honda,50,1:09.135,224.847,16:14:16
63,14,George Russell,Williams Mercedes,49,1:09.317,224.256,16:13:15
33,15,Max Verstappen,Red Bull Racing Honda,5,1:09.351,224.146,15:18:38
6,16,Nicholas Latifi,Williams Mercedes,63,1:09.662,223.146,16:34:48
8,17,Romain Grosjean,Haas Ferrari,46,1:10.228,221.347,16:09:54
18,18,Lance Stroll,Racing Point BWT Mercedes,4,1:10.326,221.039,15:17:37
3,19,Daniel Ricciardo,Renault,8,1:10.610,220.150,15:22:22
20,20,Kevin Magnussen,Haas Ferrari,23,1:10.720,219.807,15:40:18
