,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:44.184,1:42.927,1:42.553,18
5,2,Sebastian Vettel,Ferrari,1:44.275,1:43.987,1:42.795,13
77,3,Valtteri Bottas,Mercedes,1:44.773,1:43.249,1:43.094,19
7,4,Kimi Räikkönen,Ferrari,1:44.729,1:43.700,1:43.270,11
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:44.535,1:43.940,1:43.380,12
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:45.114,1:44.224,1:43.863,12
27,7,Nico Hulkenberg,Renault,1:45.280,1:44.988,1:44.982,15
11,8,Sergio Perez,Force India Mercedes,1:45.591,1:44.894,1:45.244,14
31,9,Esteban Ocon,Force India Mercedes,1:45.277,1:45.006,1:45.369,14
30,10,Jolyon Palmer,Renault,1:45.447,1:44.685,DNS,10
14,11,Fernando Alonso,McLaren Honda,1:45.668,1:45.090,,11
8,12,Romain Grosjean,Haas Ferrari,1:45.728,1:45.133,,12
20,13,Kevin Magnussen,Haas Ferrari,1:45.535,1:45.400,,12
55,14,Carlos Sainz,Toro Rosso,1:45.374,1:45.439,,12
2,15,Stoffel Vandoorne,McLaren Honda,1:45.441,DNF,,11
19,16,Felipe Massa,Williams Mercedes,1:45.823,,,7
26,17,Daniil Kvyat,Toro Rosso,1:46.028,,,6
18,18,Lance Stroll,Williams Mercedes,1:46.915,,,5
9,19,Marcus Ericsson,Sauber Ferrari,1:47.214,,,6
94,20,Pascal Wehrlein,Sauber Ferrari,1:47.679,,,6
