,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:44.753,17
7,2,Kimi Räikkönen,Ferrari,+0.262s,21
77,3,Valtteri Bottas,Mercedes,+0.427s,17
33,4,Max Verstappen,Red Bull Racing TAG Heuer,+0.472s,16
5,5,Sebastian Vettel,Ferrari,+0.482s,20
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,+1.319s,15
27,7,Nico Hulkenberg,Renault,+1.688s,24
31,8,Esteban Ocon,Force India Mercedes,+1.720s,19
55,9,Carlos Sainz,Toro Rosso,+1.808s,19
30,10,Jolyon Palmer,Renault,+1.917s,23
14,11,Fernando Alonso,McLaren Honda,+1.990s,20
11,12,Sergio Perez,Force India Mercedes,+2.231s,18
8,13,Romain Grosjean,Haas Ferrari,+2.532s,15
2,14,Stoffel Vandoorne,McLaren Honda,+2.550s,17
26,15,Daniil Kvyat,Toro Rosso,+2.697s,12
20,16,Kevin Magnussen,Haas Ferrari,+2.803s,15
18,17,Lance Stroll,Williams Mercedes,+3.108s,13
9,18,Marcus Ericsson,Sauber Ferrari,+4.461s,12
94,19,Pascal Wehrlein,Sauber Ferrari,+4.972s,18
