,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
5,1,Sebastian Vettel,Ferrari,41,1:46.577,236.583,15:23:04
44,2,Lewis Hamilton,Mercedes,35,1:46.603,236.526,15:12:21
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,44,1:47.549,234.445,15:28:34
77,4,Valtteri Bottas,Mercedes,37,1:47.721,234.071,15:16:02
7,5,Kimi Räikkönen,Ferrari,36,1:47.730,234.051,15:14:13
11,6,Sergio Perez,Force India Mercedes,27,1:48.300,232.819,14:54:44
27,7,Nico Hulkenberg,Renault,39,1:48.922,231.490,15:19:44
8,8,Romain Grosjean,Haas Ferrari,37,1:49.087,231.140,15:16:08
20,9,Kevin Magnussen,Haas Ferrari,36,1:49.126,231.057,15:14:48
30,10,Jolyon Palmer,Renault,44,1:49.283,230.725,15:29:16
19,11,Felipe Massa,Williams Mercedes,37,1:49.637,229.980,15:16:10
26,12,Daniil Kvyat,Toro Rosso,39,1:49.708,229.831,15:20:01
55,13,Carlos Sainz,Toro Rosso,39,1:49.709,229.829,15:19:52
31,14,Esteban Ocon,Force India Mercedes,37,1:49.721,229.804,15:16:11
2,15,Stoffel Vandoorne,McLaren Honda,44,1:49.907,229.415,15:29:20
18,16,Lance Stroll,Williams Mercedes,41,1:50.543,228.095,15:23:40
9,17,Marcus Ericsson,Sauber Ferrari,25,1:50.775,227.618,14:51:51
33,18,Max Verstappen,Red Bull Racing TAG Heuer,5,1:51.022,227.111,14:13:01
14,19,Fernando Alonso,McLaren Honda,12,1:51.720,225.692,14:26:45
