,Position,Driver,Car,Time / Gap,Laps
7,1,Kimi Räikkönen,Ferrari,1:45.502,13
44,2,Lewis Hamilton,Mercedes,+0.053s,19
5,3,Sebastian Vettel,Ferrari,+0.145s,13
33,4,Max Verstappen,Red Bull Racing TAG Heuer,+0.800s,18
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.850s,22
77,6,Valtteri Bottas,Mercedes,+0.922s,20
55,7,Carlos Sainz,Toro Rosso,+1.944s,22
31,8,Esteban Ocon,Force India Mercedes,+2.168s,27
26,9,Daniil Kvyat,Toro Rosso,+2.349s,20
2,10,Stoffel Vandoorne,McLaren Honda,+2.363s,18
30,11,Jolyon Palmer,Renault,+2.428s,14
27,12,Nico Hulkenberg,Renault,+2.535s,15
14,13,Fernando Alonso,McLaren Honda,+2.750s,18
11,14,Sergio Perez,Force India Mercedes,+2.950s,19
18,15,Lance Stroll,Williams Mercedes,+3.039s,24
20,16,Kevin Magnussen,Haas Ferrari,+3.113s,20
8,17,Romain Grosjean,Haas Ferrari,+3.124s,20
9,18,Marcus Ericsson,Sauber Ferrari,+4.658s,21
94,19,Pascal Wehrlein,Sauber Ferrari,+5.761s,13
19,20,Felipe Massa,Williams Mercedes,,3
