,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,44,1:24:42.820,25
5,2,Sebastian Vettel,Ferrari,44,+2.358s,18
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,44,+10.791s,15
7,4,Kimi Räikkönen,Ferrari,44,+14.471s,12
77,5,Valtteri Bottas,Mercedes,44,+16.456s,10
27,6,Nico Hulkenberg,Renault,44,+28.087s,8
8,7,Romain Grosjean,Haas Ferrari,44,+31.553s,6
19,8,Felipe Massa,Williams Mercedes,44,+36.649s,4
31,9,Esteban Ocon,Force India Mercedes,44,+38.154s,2
55,10,Carlos Sainz,Toro Rosso,44,+39.447s,1
18,11,Lance Stroll,Williams Mercedes,44,+48.999s,0
26,12,Daniil Kvyat,Toro Rosso,44,+49.940s,0
30,13,Jolyon Palmer,Renault,44,+53.239s,0
2,14,Stoffel Vandoorne,McLaren Honda,44,+57.078s,0
20,15,Kevin Magnussen,Haas Ferrari,44,+67.262s,0
9,16,Marcus Ericsson,Sauber Ferrari,44,+69.711s,0
11,17,Sergio Perez,Force India Mercedes,42,DNF,0
14,NC,Fernando Alonso,McLaren Honda,25,DNF,0
33,NC,Max Verstappen,Red Bull Racing TAG Heuer,7,DNF,0
94,NC,Pascal Wehrlein,Sauber Ferrari,2,DNF,0
