,Position,Driver,Car,Time / Gap,Laps
2,1,Eddie Irvine,Ferrari,1:24.331,28
11,2,Rubens Barrichello,Jordan Peugeot,+0.036s,20
9,3,Olivier Panis,Ligier Mugen Honda,+0.119s,22
5,4,Damon Hill,Williams Renault,+0.125s,30
1,5,Michael Schumacher,Ferrari,+0.126s,21
6,6,Jacques Villeneuve,Williams Renault,+0.284s,30
4,7,Gerhard Berger,Benetton Renault,+0.373s,21
3,8,Jean Alesi,Benetton Renault,+0.508s,24
10,9,Pedro Diniz,Ligier Mugen Honda,+0.861s,26
17,10,Jos Verstappen,Footwork Hart,+0.894s,17
15,11,Heinz-Harald Frentzen,Sauber Ford,+0.925s,21
14,12,Johnny Herbert,Sauber Ford,+1.443s,19
7,13,Mika Hakkinen,McLaren Mercedes,+1.588s,18
19,14,Mika Salo,Tyrrell Yamaha,+1.614s,26
12,15,Martin Brundle,Jordan Peugeot,+2.012s,22
18,16,Ukyo Katayama,Tyrrell Yamaha,+2.852s,23
21,17,Giancarlo Fisichella,Minardi Ford,+3.001s,29
20,18,Pedro Lamy,Minardi Ford,+3.043s,30
8,19,David Coulthard,McLaren Mercedes,+3.191s,9
16,20,Ricardo Rosset,Footwork Hart,+3.292s,19
22,21,Luca Badoer,Forti Ford,+4.537s,27
23,22,Andrea Montermini,Forti Ford,+4.621s,23
