,Position,Driver,Car,Time
5,1,Damon Hill,Williams Renault,1:20.650
6,2,Jacques Villeneuve,Williams Renault,1:21.084
1,3,Michael Schumacher,Ferrari,1:21.587
3,4,Jean Alesi,Benetton Renault,1:22.061
4,5,Gerhard Berger,Benetton Renault,1:22.125
2,6,Eddie Irvine,Ferrari,1:22.333
11,7,Rubens Barrichello,Jordan Peugeot,1:22.379
9,8,Olivier Panis,Ligier Mugen Honda,1:22.685
14,9,Johnny Herbert,Sauber Ford,1:23.027
7,10,Mika Hakkinen,McLaren Mercedes,1:23.070
15,11,Heinz-Harald Frentzen,Sauber Ford,1:23.195
19,12,Mika Salo,Tyrrell Yamaha,1:23.224
17,13,Jos Verstappen,Footwork Hart,1:23.371
8,14,David Coulthard,McLaren Mercedes,1:23.416
12,15,Martin Brundle,Jordan Peugeot,1:23.438
18,16,Ukyo Katayama,Tyrrell Yamaha,1:24.401
10,17,Pedro Diniz,Ligier Mugen Honda,1:24.468
20,18,Pedro Lamy,Minardi Ford,1:25.274
21,19,Giancarlo Fisichella,Minardi Ford,1:25.531
16,20,Ricardo Rosset,Footwork Hart,1:25.621
