,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,65,1:59:49.307,10
3,2,Jean Alesi,Benetton Renault,65,+45.302s,6
6,3,Jacques Villeneuve,Williams Renault,65,+48.388s,4
15,4,Heinz-Harald Frentzen,Sauber Ford,64,+1 lap,3
7,5,Mika Hakkinen,McLaren Mercedes,64,+1 lap,2
10,6,Pedro Diniz,Ligier Mugen Honda,63,+2 laps,1
17,NC,Jos Verstappen,Footwork Hart,47,DNF,0
11,NC,Rubens Barrichello,Jordan Peugeot,45,DNF,0
4,NC,Gerhard Berger,Benetton Renault,44,DNF,0
14,NC,Johnny Herbert,Sauber Ford,20,DNF,0
12,NC,Martin Brundle,Jordan Peugeot,17,DNF,0
19,DQ,Mika Salo,Tyrrell Yamaha,16,DSQ,0
5,NC,Damon Hill,Williams Renault,10,DNF,0
18,NC,Ukyo Katayama,Tyrrell Yamaha,8,DNF,0
2,NC,Eddie Irvine,Ferrari,1,DNF,0
9,NC,Olivier Panis,Ligier Mugen Honda,1,DNF,0
21,NC,Giancarlo Fisichella,Minardi Ford,1,DNF,0
8,NC,David Coulthard,McLaren Mercedes,0,DNF,0
16,NC,Ricardo Rosset,Footwork Hart,0,DNF,0
20,NC,Pedro Lamy,Minardi Ford,0,DNF,0
