,Position,Driver,Car,Time,Laps
5,1,Damon Hill,Williams Renault,1:20.650,11
6,2,Jacques Villeneuve,Williams Renault,1:21.084,12
1,3,Michael Schumacher,Ferrari,1:21.587,11
3,4,Jean Alesi,Benetton Renault,1:22.061,8
4,5,Gerhard Berger,Benetton Renault,1:22.125,12
2,6,Eddie Irvine,Ferrari,1:22.333,11
11,7,Rubens Barrichello,Jordan Peugeot,1:22.379,12
9,8,Olivier Panis,Ligier Mugen Honda,1:22.685,11
14,9,Johnny Herbert,Sauber Ford,1:23.027,11
7,10,Mika Hakkinen,McLaren Mercedes,1:23.070,12
15,11,Heinz-Harald Frentzen,Sauber Ford,1:23.195,11
19,12,Mika Salo,Tyrrell Yamaha,1:23.224,12
17,13,Jos Verstappen,Footwork Hart,1:23.371,12
8,14,David Coulthard,McLaren Mercedes,1:23.416,12
12,15,Martin Brundle,Jordan Peugeot,1:23.438,12
18,16,Ukyo Katayama,Tyrrell Yamaha,1:24.401,10
10,17,Pedro Diniz,Ligier Mugen Honda,1:24.468,12
20,18,Pedro Lamy,Minardi Ford,1:25.274,12
21,19,Giancarlo Fisichella,Minardi Ford,1:25.531,12
16,20,Ricardo Rosset,Footwork Hart,1:25.621,12
22,21,Luca Badoer,Forti Ford,1:26.615,12
23,22,Andrea Montermini,Forti Ford,1:27.358,12
