,Position,Driver,Car,Laps,Time,Points
4,1,Tony Brooks,Vanwall,24,1:37:06.300,8
16,2,Mike Hawthorn,Ferrari,24,+20.700s,7
6,3,Stuart  Lewis-Evans ,Vanwall,24,+180.900s,4
40,4,Cliff Allison,Lotus Climax,24,+255.500s,3
10,5,Harry Schell,BRM,23,+1 lap,2
20,6,Olivier  Gendebien,Ferrari,23,+1 lap,0
28,7,Maurice  Trintignant,Maserati,23,+1 lap,0
24,8,Roy Salvadori,Cooper Climax,23,+1 lap,0
36,9,Jo Bonnier,Maserati,22,+2 laps,0
26,10,Maria Teresa de Filippis ,Maserati,22,+2 laps,0
38,NC,Paco  Godia,Maserati,22,DNF,0
22,NC,Jack Brabham,Cooper Climax,16,DNF,0
42,NC,Graham Hill,Lotus Climax,12,DNF,0
18,NC,Luigi Musso,Ferrari,5,DNF,0
8,NC,Jean Behra,BRM,5,DNF,0
14,NC,Peter Collins,Ferrari,5,DNF,0
32,NC,Wolfgang Seidel,Maserati,4,DNF,0
30,NC,Masten Gregory,Maserati,0,DNF,0
2,NC,Stirling Moss,Vanwall,0,DNF,0
