,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Benetton Renault,1:23.607,16
28,2,Gerhard Berger,Ferrari,+0.353s,15
5,3,Damon Hill,Williams Renault,+0.512s,21
8,4,Mika Hakkinen,McLaren Mercedes,+0.876s,21
27,5,Jean Alesi,Ferrari,+1.104s,9
26,6,Olivier Panis,Ligier Mugen Honda,+1.274s,21
3,7,Ukyo Katayama,Tyrrell Yamaha,+2.512s,19
7,8,Mark Blundell,McLaren Mercedes,+3.015s,17
23,9,Pierluigi Martini,Minardi Ford,+5.445s,16
4,10,Mika Salo,Tyrrell Yamaha,+5.725s,20
2,11,Johnny Herbert,Benetton Renault,+7.018s,19
6,12,David Coulthard,Williams Renault,+7.591s,13
16,13,Bertrand Gachot,Pacific Ilmor,+9.078s,7
9,14,Gianni Morbidelli,Footwork Hart,+9.129s,13
14,15,Rubens Barrichello,Jordan Peugeot,+10.096s,19
17,16,Andrea Montermini,Pacific Ilmor,+10.562s,8
30,17,Heinz-Harald Frentzen,Sauber Ford,+11.749s,13
24,18,Luca Badoer,Minardi Ford,+12.756s,12
21,19,Pedro Diniz,Forti Ford,+12.810s,13
25,20,Aguri Suzuki,Ligier Mugen Honda,+12.956s,17
11,21,Domenico Schiattarella,Simtek Ford,+13.080s,12
29,22,Karl Wendlinger,Sauber Ford,+13.641s,15
22,23,Roberto Moreno,Forti Ford,+13.997s,14
12,24,Jos Verstappen,Simtek Ford,+15.796s,18
10,25,Taki Inoue,Footwork Hart,+20.888s,7
15,26,Eddie Irvine,Jordan Peugeot,+124.059s,1
