,Position,Driver,Car,Lap,Time,Avg Speed
2,1,Mark Webber,Red Bull Racing Renault,52,1:33.401,227.059
9,2,Nico Rosberg,Mercedes,50,1:33.531,226.744
3,3,Fernando Alonso,Ferrari,50,1:34.090,225.396
10,4,Lewis Hamilton,Mercedes,51,1:34.159,225.231
1,5,Sebastian Vettel,Red Bull Racing Renault,37,1:35.018,223.195
4,6,Felipe Massa,Ferrari,51,1:35.273,222.598
14,7,Paul di Resta,Force India Mercedes,52,1:35.330,222.465
7,8,Kimi Räikkönen,Lotus Renault,49,1:35.384,222.339
8,9,Romain Grosjean,Lotus Renault,48,1:35.614,221.804
16,10,Pastor Maldonado,Williams Renault,52,1:35.907,221.126
19,11,Daniel Ricciardo,STR Ferrari,37,1:35.927,221.080
15,12,Adrian Sutil,Force India Mercedes,35,1:35.961,221.002
11,13,Nico Hulkenberg,Sauber Ferrari,48,1:36.013,220.882
6,14,Sergio Perez,McLaren Mercedes,37,1:36.131,220.611
17,15,Valtteri Bottas,Williams Renault,52,1:36.312,220.196
5,16,Jenson Button,McLaren Mercedes,39,1:36.356,220.096
12,17,Esteban Gutierrez ,Sauber Ferrari,32,1:36.439,219.906
20,18,Charles Pic,Caterham Renault,52,1:37.091,218.430
22,19,Jules Bianchi,Marussia Cosworth,51,1:37.978,216.452
18,20,Jean-Eric Vergne,STR Ferrari,30,1:38.370,215.590
21,21,Giedo van der Garde,Caterham Renault,50,1:38.722,214.821
23,22,Max Chilton,Marussia Cosworth,50,1:39.156,213.881
