,Position,Driver,Car,Q1,Q2,Q3,Laps
10,1,Lewis Hamilton,Mercedes,1:30.995,1:31.224,1:29.607,12
9,2,Nico Rosberg,Mercedes,1:31.355,1:31.028,1:30.059,12
1,3,Sebastian Vettel,Red Bull Racing Renault,1:31.559,1:30.990,1:30.211,14
2,4,Mark Webber,Red Bull Racing Renault,1:31.605,1:31.002,1:30.220,15
14,RT,Paul di Resta,Force India Mercedes,1:32.062,1:31.291,1:30.736,19
19,5,Daniel Ricciardo,STR Ferrari,1:32.097,1:31.182,1:30.757,20
15,6,Adrian Sutil,Force India Mercedes,1:32.002,1:31.097,1:30.908,17
8,7,Romain Grosjean,Lotus Renault,1:31.466,1:31.530,1:30.955,23
7,8,Kimi Räikkönen,Lotus Renault,1:31.400,1:31.592,1:30.962,17
3,9,Fernando Alonso,Ferrari,1:32.266,1:31.387,1:30.979,16
5,10,Jenson Button,McLaren Mercedes,1:31.979,1:31.649,,12
4,11,Felipe Massa,Ferrari,1:32.241,1:31.779,,15
18,12,Jean-Eric Vergne,STR Ferrari,1:32.105,1:31.785,,16
6,13,Sergio Perez,McLaren Mercedes,1:31.953,1:32.082,,15
11,14,Nico Hulkenberg,Sauber Ferrari,1:32.168,1:32.211,,15
16,15,Pastor Maldonado,Williams Renault,1:32.512,1:32.359,,18
17,16,Valtteri Bottas,Williams Renault,1:32.664,,,10
12,17,Esteban Gutierrez ,Sauber Ferrari,1:32.666,,,11
20,18,Charles Pic,Caterham Renault,1:33.866,,,6
22,19,Jules Bianchi,Marussia Cosworth,1:34.108,,,8
21,20,Giedo van der Garde,Caterham Renault,1:35.481,,,3
23,21,Max Chilton,Marussia Cosworth,1:35.858,,,10
