,Position,Driver,Car,Time
14,1,Jo Siffert,BRM,1:37.440
11,2,Jackie Stewart,Tyrrell Ford,1:37.650
12,3,Francois  Cevert ,Tyrrell Ford,1:37.860
5,4,Clay Regazzoni,Ferrari,1:37.900
2,5,Emerson Fittipaldi,Lotus Pratt & Whitney,1:37.900
4,6,Jacky Ickx,Ferrari,1:38.270
8,7,Tim   Schenken,Brabham Ford,1:38.640
7,8,Graham Hill,Brabham Ford,1:38.700
9,9,Denny Hulme,McLaren Ford,1:38.880
3,10,Reine   Wisell,Lotus Pratt & Whitney,1:38.950
17,11,Ronnie Peterson,March Alfa Romeo,1:39.010
24,12,Rolf Stommelen,Surtees Ford,1:39.080
25,13,Henri Pescarolo,March Ford,1:39.090
15,14,Howden  Ganley ,BRM,1:39.460
19,15,Nanni  Galli ,March Alfa Romeo,1:39.540
23,16,Peter  Gethin ,BRM,1:39.670
16,17,Helmut  Marko ,BRM,1:39.800
22,18,John Surtees,Surtees Ford,1:40.370
27,19,Mike  Beuttler ,March Alfa Romeo,1:41.460
28,20,Jo Bonnier,McLaren Ford,1:41.660
26,21,Niki Lauda,March Alfa Romeo,1:43.680
10,22,Jackie Oliver,McLaren Ford,1:44.220
