,Position,Driver,Car,Laps,Time,Points
7,1,Jarno Trulli,Renault,77,1:45:46.601,10
9,2,Jenson Button,BAR Honda,77,+0.497s,8
2,3,Rubens Barrichello,Ferrari,77,+75.766s,6
3,4,Juan Pablo Montoya,Williams BMW,76,+1 lap,5
12,5,Felipe Massa,Sauber Petronas,76,+1 lap,4
16,6,Cristiano da Matta,Toyota,76,+1 lap,3
18,7,Nick Heidfeld,Jordan Ford,75,+2 laps,2
17,8,Olivier Panis,Toyota,74,+3 laps,1
21,9,Zsolt Baumgartner,Minardi Cosworth,71,+6 laps,0
4,10,Ralf Schumacher,Williams BMW,69,DNF,0
1,NC,Michael Schumacher,Ferrari,45,DNF,0
8,NC,Fernando Alonso,Renault,41,DNF,0
6,NC,Kimi Räikkönen,McLaren Mercedes,27,DNF,0
20,NC,Gianmaria Bruni,Minardi Cosworth,15,DNF,0
19,NC,Giorgio Pantano,Jordan Ford,12,DNF,0
14,NC,Mark Webber,Jaguar Cosworth,11,DNF,0
10,NC,Takuma Sato,BAR Honda,2,DNF,0
5,NC,David Coulthard,McLaren Mercedes,2,DNF,0
11,NC,Giancarlo Fisichella,Sauber Petronas,2,DNF,0
15,NC,Christian Klien,Jaguar Cosworth,0,DNF,0
