,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:15.751,9
2,2,Rubens Barrichello,Ferrari,+0.019s,9
14,3,Mark Webber,Jaguar Cosworth,+0.522s,19
9,4,Jenson Button,BAR Honda,+0.607s,14
7,5,Jarno Trulli,Renault,+0.623s,8
8,6,Fernando Alonso,Renault,+0.635s,10
6,7,Kimi Räikkönen,McLaren Mercedes,+0.649s,15
10,8,Takuma Sato,BAR Honda,+0.789s,15
3,9,Juan Pablo Montoya,Williams BMW,+0.808s,13
5,10,David Coulthard,McLaren Mercedes,+1.005s,13
4,11,Ralf Schumacher,Williams BMW,+1.112s,9
11,12,Giancarlo Fisichella,Sauber Petronas,+1.458s,11
16,13,Cristiano da Matta,Toyota,+1.658s,12
19,14,Giorgio Pantano,Jordan Ford,+2.366s,13
17,15,Olivier Panis,Toyota,+2.548s,11
15,16,Christian Klien,Jaguar Cosworth,+2.639s,21
18,17,Nick Heidfeld,Jordan Ford,+3.470s,12
21,18,Zsolt Baumgartner,Minardi Cosworth,+8.212s,6
20,19,Gianmaria Bruni,Minardi Cosworth,,3
12,20,Felipe Massa,Sauber Petronas,,2
