,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:16.502,14
10,2,Takuma Sato,BAR Honda,+0.777s,24
9,3,Jenson Button,BAR Honda,+0.837s,19
38,4,Ricardo Zonta,Toyota,+0.924s,28
5,5,David Coulthard,McLaren Mercedes,+1.022s,16
8,6,Fernando Alonso,Renault,+1.184s,22
35,7,Anthony Davidson,BAR Honda,+1.289s,36
7,8,Jarno Trulli,Renault,+1.354s,24
3,9,Juan Pablo Montoya,Williams BMW,+1.435s,16
6,10,Kimi Räikkönen,McLaren Mercedes,+1.450s,18
11,11,Giancarlo Fisichella,Sauber Petronas,+1.836s,16
2,12,Rubens Barrichello,Ferrari,+2.119s,14
16,13,Cristiano da Matta,Toyota,+2.387s,22
17,14,Olivier Panis,Toyota,+2.716s,17
14,15,Mark Webber,Jaguar Cosworth,+2.759s,8
12,16,Felipe Massa,Sauber Petronas,+2.833s,16
15,17,Christian Klien,Jaguar Cosworth,+2.985s,29
19,18,Giorgio Pantano,Jordan Ford,+4.026s,18
39,19,Timo Glock,Jordan Ford,+4.032s,15
37,20,Bjorn Wirdheim,Jaguar Cosworth,+4.178s,18
18,21,Nick Heidfeld,Jordan Ford,+4.639s,17
20,22,Gianmaria Bruni,Minardi Cosworth,+4.699s,27
21,23,Zsolt Baumgartner,Minardi Cosworth,+5.701s,18
40,24,Bas Leinders,Minardi Cosworth,+6.859s,12
4,25,Ralf Schumacher,Williams BMW,,3
