,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Michael Schumacher,Ferrari,23,1:14.439,161.528
7,2,Jarno Trulli,Renault,22,1:14.870,160.598
9,3,Jenson Button,BAR Honda,40,1:15.220,159.851
8,4,Fernando Alonso,Renault,23,1:15.226,159.838
3,5,Juan Pablo Montoya,Williams BMW,41,1:15.395,159.480
2,6,Rubens Barrichello,Ferrari,16,1:15.763,158.705
6,7,Kimi Räikkönen,McLaren Mercedes,15,1:16.203,157.789
16,8,Cristiano da Matta,Toyota,22,1:16.232,157.729
17,9,Olivier Panis,Toyota,57,1:16.494,157.188
12,10,Felipe Massa,Sauber Petronas,23,1:17.151,155.850
14,11,Mark Webber,Jaguar Cosworth,11,1:17.466,155.216
4,12,Ralf Schumacher,Williams BMW,18,1:17.588,154.972
18,13,Nick Heidfeld,Jordan Ford,35,1:18.262,153.637
19,14,Giorgio Pantano,Jordan Ford,10,1:19.415,151.407
5,15,David Coulthard,McLaren Mercedes,2,1:20.560,149.255
11,16,Giancarlo Fisichella,Sauber Petronas,2,1:20.804,148.804
10,17,Takuma Sato,BAR Honda,2,1:21.368,147.773
20,18,Gianmaria Bruni,Minardi Cosworth,10,1:21.592,147.367
21,19,Zsolt Baumgartner,Minardi Cosworth,2,1:21.886,146.838
