,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:11.511,1:11.238,1:10.736,12
6,2,Nico Rosberg,Mercedes,1:11.815,1:11.373,1:10.838,12
7,3,Kimi Räikkönen,Ferrari,1:12.100,1:12.301,1:11.404,15
33,4,Max Verstappen,Red Bull Racing TAG Heuer,1:11.957,1:11.834,1:11.485,12
5,5,Sebastian Vettel,Ferrari,1:12.159,1:12.010,1:11.495,13
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:12.409,1:12.047,1:11.540,12
8,7,Romain Grosjean,Haas Ferrari,1:12.893,1:12.343,1:11.937,18
27,8,Nico Hulkenberg,Force India Mercedes,1:12.428,1:12.360,1:12.104,20
11,9,Sergio Perez,Force India Mercedes,1:12.684,1:12.331,1:12.165,21
14,10,Fernando Alonso,McLaren Honda,1:12.700,1:12.312,1:12.266,17
77,11,Valtteri Bottas,Williams Mercedes,1:12.680,1:12.420,,10
21,12,Esteban Gutierrez ,Haas Ferrari,1:13.052,1:12.431,,14
19,13,Felipe Massa,Williams Mercedes,1:12.432,1:12.521,,11
26,14,Daniil Kvyat,Toro Rosso Ferrari,1:13.071,1:12.726,,15
55,15,Carlos Sainz,Toro Rosso Ferrari,1:12.950,1:12.920,,15
30,16,Jolyon Palmer,Renault,1:13.259,1:13.258,,11
22,17,Jenson Button,McLaren Honda,1:13.276,,,10
20,18,Kevin Magnussen,Renault,1:13.410,,,6
94,19,Pascal Wehrlein,MRT Mercedes,1:13.427,,,8
31,20,Esteban Ocon,MRT Mercedes,1:13.432,,,8
9,21,Marcus Ericsson,Sauber Ferrari,1:13.623,,,8
12,22,Felipe Nasr,Sauber Ferrari,1:13.681,,,8
