,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
33,1,Max Verstappen,Red Bull Racing TAG Heuer,67,1:25.305,181.846,17:05:37
3,2,Daniel Ricciardo,Red Bull Racing TAG Heuer,42,1:25.532,181.363,16:24:46
44,3,Lewis Hamilton,Mercedes,44,1:25.639,181.137,16:26:52
77,4,Valtteri Bottas,Williams Mercedes,70,1:26.062,180.246,17:10:18
5,5,Sebastian Vettel,Ferrari,70,1:26.195,179.968,17:10:00
6,6,Nico Rosberg,Mercedes,47,1:26.222,179.912,16:31:28
20,7,Kevin Magnussen,Renault,69,1:26.524,179.284,17:08:57
27,8,Nico Hulkenberg,Force India Mercedes,69,1:26.728,178.862,17:08:36
19,9,Felipe Massa,Williams Mercedes,39,1:26.767,178.782,16:20:38
22,10,Jenson Button,McLaren Honda,38,1:26.983,178.338,16:19:17
11,11,Sergio Perez,Force India Mercedes,41,1:27.093,178.113,16:22:52
14,12,Fernando Alonso,McLaren Honda,70,1:27.104,178.090,17:10:18
55,13,Carlos Sainz,Toro Rosso Ferrari,38,1:27.153,177.990,16:18:35
26,14,Daniil Kvyat,Toro Rosso Ferrari,42,1:27.476,177.333,16:24:57
12,15,Felipe Nasr,Sauber Ferrari,70,1:27.547,177.189,17:10:15
31,16,Esteban Ocon,MRT Mercedes,47,1:27.796,176.686,16:32:04
21,17,Esteban Gutierrez ,Haas Ferrari,43,1:27.805,176.668,16:26:24
94,18,Pascal Wehrlein,MRT Mercedes,69,1:27.919,176.439,17:09:05
7,19,Kimi Räikkönen,Ferrari,12,1:28.847,174.596,14:31:47
9,20,Marcus Ericsson,Sauber Ferrari,11,1:31.265,169.970,14:31:10
30,21,Jolyon Palmer,Renault,11,1:34.334,164.441,14:31:12
