,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,64,1:23.593,200.471,15:36:15
5,2,Sebastian Vettel,Ferrari,43,1:23.674,200.277,15:06:44
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,40,1:23.686,200.248,15:03:22
14,4,Fernando Alonso,McLaren Honda,64,1:23.894,199.752,15:39:26
77,5,Valtteri Bottas,Mercedes,28,1:24.696,197.860,14:44:12
30,6,Jolyon Palmer,Renault,44,1:24.843,197.517,15:10:45
11,7,Sergio Perez,Force India Mercedes,51,1:25.755,195.417,15:19:19
26,8,Daniil Kvyat,Toro Rosso,37,1:25.976,194.914,14:59:44
55,9,Carlos Sainz,Toro Rosso,61,1:26.186,194.439,15:34:28
9,10,Marcus Ericsson,Sauber Ferrari,60,1:26.213,194.379,15:33:24
31,11,Esteban Ocon,Force India Mercedes,40,1:26.276,194.237,15:03:36
20,12,Kevin Magnussen,Haas Ferrari,15,1:26.371,194.023,14:25:52
19,13,Felipe Massa,Williams Mercedes,64,1:26.472,193.796,15:39:31
94,14,Pascal Wehrlein,Sauber Ferrari,58,1:26.476,193.787,15:30:06
27,15,Nico Hulkenberg,Renault,56,1:26.703,193.280,15:27:06
18,16,Lance Stroll,Williams Mercedes,50,1:26.838,192.980,15:18:54
8,17,Romain Grosjean,Haas Ferrari,50,1:26.871,192.906,15:18:38
2,18,Stoffel Vandoorne,McLaren Honda,14,1:27.554,191.401,14:24:41
