,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:20.511,1:20.210,1:19.149,12
5,2,Sebastian Vettel,Ferrari,1:20.939,1:20.295,1:19.200,16
77,3,Valtteri Bottas,Mercedes,1:20.991,1:20.300,1:19.373,15
7,4,Kimi Räikkönen,Ferrari,1:20.742,1:20.621,1:19.439,14
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:21.430,1:20.722,1:19.706,12
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:21.704,1:20.855,1:20.175,12
14,7,Fernando Alonso,McLaren Honda,1:22.015,1:21.251,1:21.048,15
11,8,Sergio Perez,Force India Mercedes,1:21.998,1:21.239,1:21.070,14
19,9,Felipe Massa,Williams Mercedes,1:22.138,1:21.222,1:21.232,15
31,10,Esteban Ocon,Force India Mercedes,1:21.901,1:21.148,1:21.272,17
20,11,Kevin Magnussen,Haas Ferrari,1:21.945,1:21.329,,13
55,12,Carlos Sainz,Toro Rosso,1:21.941,1:21.371,,12
27,13,Nico Hulkenberg,Renault,1:22.091,1:21.397,,12
8,14,Romain Grosjean,Haas Ferrari,1:21.822,1:21.517,,13
94,15,Pascal Wehrlein,Sauber Ferrari,1:22.327,1:21.803,,15
9,16,Marcus Ericsson,Sauber Ferrari,1:22.332,,,9
30,17,Jolyon Palmer,Renault,1:22.401,,,6
18,18,Lance Stroll,Williams Mercedes,1:22.411,,,7
2,19,Stoffel Vandoorne,McLaren Honda,1:22.532,,,9
26,20,Daniil Kvyat,Toro Rosso,1:22.746,,,6
