,Position,Driver,Car,Time
18,1,Lance Stroll,Racing Point BWT Mercedes,1:47.765
33,2,Max Verstappen,Red Bull Racing Honda,1:48.055
11,3,Sergio Perez,Racing Point BWT Mercedes,1:49.321
23,4,Alexander Albon,Red Bull Racing Honda,1:50.448
3,5,Daniel Ricciardo,Renault,1:51.595
44,6,Lewis Hamilton,Mercedes,1:52.560
31,7,Esteban Ocon,Renault,1:52.622
7,8,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:52.745
77,9,Valtteri Bottas,Mercedes,1:53.258
99,10,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:57.226
5,11,Sebastian Vettel,Ferrari,1:55.169
16,12,Charles Leclerc,Ferrari,1:56.696
20,13,Kevin Magnussen,Haas Ferrari,2:08.007
4,14,Lando Norris,McLaren Renault,1:54.945
55,15,Carlos Sainz,McLaren Renault,1:55.410
26,16,Daniil Kvyat,AlphaTauri Honda,2:09.070
8,17,Romain Grosjean,Haas Ferrari,2:12.909
6,18,Nicholas Latifi,Williams Mercedes,2:21.611
10,19,Pierre Gasly,AlphaTauri Honda,1:58.556
63,20,George Russell,Williams Mercedes,2:10.017
