,Position,Driver,Car,Time / Gap,Laps
33,1,Max Verstappen,Red Bull Racing Honda,1:48.485,6
16,2,Charles Leclerc,Ferrari,+0.945s,9
23,3,Alexander Albon,Red Bull Racing Honda,+1.574s,5
31,4,Esteban Ocon,Renault,+5.412s,9
4,5,Lando Norris,McLaren Renault,+5.510s,7
5,6,Sebastian Vettel,Ferrari,+6.005s,14
11,7,Sergio Perez,Racing Point BWT Mercedes,+7.092s,6
77,8,Valtteri Bottas,Mercedes,+7.181s,4
20,9,Kevin Magnussen,Haas Ferrari,+7.393s,4
18,10,Lance Stroll,Racing Point BWT Mercedes,+8.339s,5
3,11,Daniel Ricciardo,Renault,+9.990s,6
55,12,Carlos Sainz,McLaren Renault,+11.063s,7
99,13,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+13.840s,10
10,14,Pierre Gasly,AlphaTauri Honda,+13.988s,7
8,15,Romain Grosjean,Haas Ferrari,+16.263s,5
7,16,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+17.866s,13
26,17,Daniil Kvyat,AlphaTauri Honda,+20.883s,8
63,18,George Russell,Williams Mercedes,,1
6,19,Nicholas Latifi,Williams Mercedes,,1
44,20,Lewis Hamilton,Mercedes,,3
