,Position,Driver,Car,Q1,Q2,Q3,Laps
2,1,Felipe Massa,Ferrari,1:38.176,1:37.859,1:38.989,19
22,2,Lewis Hamilton,McLaren Mercedes,1:38.464,1:37.954,1:39.199,15
4,3,Robert Kubica,Sauber BMW,1:38.347,1:38.050,1:39.392,18
1,4,Kimi Räikkönen,Ferrari,1:38.703,1:38.229,1:39.488,21
23,5,Heikki Kovalainen,McLaren Mercedes,1:38.656,1:38.120,1:39.937,18
15,6,Sebastian Vettel,STR Ferrari,1:38.141,1:37.842,1:40.142,19
11,7,Jarno Trulli,Toyota,1:37.948,1:37.928,1:40.309,21
3,8,Nick Heidfeld,Sauber BMW,1:38.738,1:37.859,1:40.631,19
7,9,Nico Rosberg,Williams Toyota,1:38.595,1:38.336,1:40.721,18
14,10,Sebastien Bourdais,STR Ferrari,1:38.622,1:38.417,1:40.750,18
8,11,Kazuki Nakajima,Williams Toyota,1:38.667,1:38.428,,15
5,12,Fernando Alonso,Renault,1:38.268,1:38.435,,12
12,13,Timo Glock,Toyota,1:38.532,1:38.499,,14
10,14,Mark Webber,Red Bull Renault,1:38.559,1:38.515,,15
6,15,Nelson Piquet,Renault,1:38.787,1:38.744,,15
16,16,Jenson Button,Honda,1:38.880,,,6
9,17,David Coulthard,Red Bull Renault,1:39.235,,,9
21,18,Giancarlo Fisichella,Force India Ferrari,1:39.268,,,10
17,19,Rubens Barrichello,Honda,1:39.811,,,10
20,20,Adrian Sutil,Force India Ferrari,1:39.943,,,9
